Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm
182,0.864672969,0.25992,0.855020822,0.2548,15.1370878
183,0.857558394,0.2584,0.859534869,0.2516,15.3084717
184,0.858192279,0.2593,0.88871473,0.2591,15.4969139
185,0.852127579,0.25662,0.867452858,0.2519,15.6942301
186,0.854891189,0.25908,0.862680711,0.2479,15.865696
187,0.857255518,0.25832,0.836785637,0.2437,15.9750862
188,0.854733928,0.2557,0.864749709,0.253,16.1447964
189,0.847153391,0.25504,0.842972658,0.2488,16.3362198
190,0.847595592,0.2551,0.863612052,0.2549,16.4823132
191,0.847131786,0.25566,0.87240878,0.2567,16.6664238
192,0.844901329,0.25622,0.870091481,0.2514,16.8148327
193,0.846015155,0.2559,0.887018812,0.2597,16.9801254
194,0.845174512,0.25386,0.879022881,0.2554,17.1506653
195,0.842559306,0.25628,0.903913474,0.2673,17.3208675
196,0.834260443,0.25192,0.889201128,0.259,17.5305748
197,0.835176099,0.25418,0.893400131,0.2638,17.7046432
198,0.834834536,0.25188,0.874393724,0.2554,17.8722801
199,0.829324469,0.25084,0.876765732,0.2598,18.0721149
200,0.830590059,0.25482,0.887948885,0.2681,18.2088165
201,0.828876556,0.25188,0.905748214,0.2639,18.3875618
202,0.824903188,0.25156,0.874496126,0.254,18.5746651
203,0.825296507,0.25024,0.899688188,0.2637,18.7280083
204,0.820781704,0.2495,0.884364945,0.2602,18.9063816
205,0.821056382,0.25108,0.929483712,0.2746,19.0868931
206,0.828734349,0.25226,0.902696626,0.2628,19.2048607
207,0.820821708,0.2488,0.92128618,0.2717,19.3432808
208,0.815051912,0.24958,0.907322747,0.2686,19.5650768
209,0.817577079,0.25136,0.909004437,0.2674,19.7471924
210,0.809588091,0.2457,0.905663838,0.2641,19.9755917
211,0.806292962,0.24656,0.911864314,0.2664,20.1823063
212,0.806480485,0.24718,0.904199499,0.267,20.3426132
213,0.81227188,0.24764,0.893405449,0.2625,20.4786053
214,0.809586165,0.24726,0.903201386,0.2692,20.6290245
215,0.805024529,0.2469,0.898477216,0.2705,20.8052444
216,0.808257458,0.2458,0.898465334,0.2623,20.9215794
217,0.796212659,0.24582,0.881737519,0.2608,21.156723
218,0.793592737,0.24366,0.890439674,0.26,21.362072
219,0.802788236,0.24488,0.910141704,0.2648,21.5039387
220,0.801651691,0.2476,0.867685858,0.2543,21.6918602
221,0.792036377,0.24302,0.895262353,0.2633,21.8885727
222,0.790535061,0.24612,0.876552483,0.2547,22.1125031
223,0.792428323,0.24258,0.922633479,0.2772,22.2825508
224,0.791613752,0.24422,0.920126428,0.2687,22.447485
225,0.784488641,0.24234,0.915637486,0.2657,22.6458397
226,0.785781352,0.24554,0.892193843,0.2614,22.8363361
227,0.779602195,0.23834,0.935534674,0.2702,23.0456657
228,0.785854261,0.2444,0.91011627,0.2662,23.2254906
229,0.782799634,0.24242,0.921112115,0.2628,23.4213181
230,0.775752238,0.2408,0.896978918,0.2594,23.6576824
231,0.777400751,0.24224,0.937120237,0.273,23.8505478
232,0.778458428,0.24234,0.936179032,0.2705,23.9725075
233,0.775091639,0.24106,0.925411917,0.2692,24.1685181
234,0.771934251,0.24054,0.923112922,0.2657,24.401825
235,0.780383857,0.24184,0.91942991,0.2694,24.5120869
236,0.77107277,0.23998,0.914193,0.2638,24.7127495
237,0.76889989,0.23848,0.921613923,0.2688,24.8849106
238,0.767809813,0.23858,0.967328051,0.2791,25.0847778
239,0.76349765,0.23762,0.927003204,0.2684,25.3000202
240,0.763006061,0.23986,0.930376891,0.2675,25.4971523
241,0.7636494,0.23744,0.950732879,0.2778,25.6928864
242,0.762259287,0.2371,0.929957018,0.2651,25.8502121
243,0.760993566,0.23746,0.929570014,0.269,26.0681343
244,0.754084424,0.23682,0.95801339,0.2782,26.2819252
245,0.761361514,0.23774,0.928214934,0.2685,26.4509945
246,0.750842921,0.23542,0.960509024,0.2853,26.6968288
247,0.754538162,0.23602,0.956126491,0.28,26.8769798
248,0.749857657,0.235,0.999113141,0.2937,27.1124706
249,0.751895569,0.23402,0.955721859,0.277,27.3088779
250,0.75139885,0.23684,0.919696884,0.2671,27.485281
251,0.752442097,0.23666,0.955842081,0.2778,27.6541634
252,0.749375405,0.23436,0.932529663,0.273,27.8711205
253,0.742432817,0.23532,0.965377777,0.2808,28.0747833
254,0.746877881,0.23478,0.928563584,0.2716,28.2414055
255,0.745208148,0.23584,1.00257989,0.2902,28.4248581
256,0.749525563,0.23522,0.929588825,0.2636,28.5491352
257,0.741703753,0.23316,0.95292975,0.2759,28.7534504
258,0.743602018,0.23224,0.985904883,0.2903,28.9023457
259,0.741661022,0.23244,0.965257044,0.2805,29.0544167
260,0.740293319,0.23412,0.991256591,0.2905,29.2743053
261,0.736798073,0.23322,0.934371343,0.2714,29.5233898
262,0.73574498,0.23204,0.974759151,0.2771,29.712883
263,0.732765039,0.23018,0.95102023,0.2715,29.9166431
264,0.730486058,0.22996,0.979396454,0.2831,30.1367569
265,0.733049801,0.23106,1.00238614,0.2837,30.2925529
266,0.728490591,0.22878,0.958243622,0.2776,30.4841022
267,0.722686676,0.22858,0.967768053,0.2807,30.7401505
268,0.730176813,0.23172,0.973225298,0.2792,30.9137745
269,0.727261957,0.23196,1.0169705,0.3022,31.1032677
270,0.722179324,0.22818,0.966404088,0.2783,31.3401184
271,0.720921665,0.22802,0.975181971,0.2811,31.5499611
272,0.71852532,0.2275,0.976357582,0.2808,31.7689629
273,0.725696616,0.23054,0.993541354,0.2849,31.8941765
274,0.720175563,0.2278,0.982729462,0.281,32.0916519
275,0.720704512,0.22866,0.978965258,0.2855,32.2707901
276,0.714868699,0.22726,0.964906355,0.2782,32.5664101
277,0.719056301,0.22772,0.971157852,0.2806,32.7038727
278,0.715206947,0.22586,0.991983054,0.2866,32.9094315
279,0.707762282,0.2256,1.00943831,0.2942,33.2035904
280,0.713465532,0.2272,0.970139699,0.278,33.3579559
281,0.708276674,0.2246,1.00953066,0.2888,33.5480042
282,0.710861696,0.22692,1.03469491,0.2958,33.7276039
283,0.708558504,0.22466,1.05809167,0.3078,33.8924446
284,0.709893402,0.22708,1.00490361,0.287,34.0660019
285,0.704086858,0.22396,1.01130279,0.295,34.29319
286,0.70225612,0.22408,0.989118229,0.2857,34.5144577
287,0.700363565,0.22376,0.973911594,0.2786,34.7263031
288,0.703210171,0.22386,1.01173495,0.2877,34.8951149
289,0.69955578,0.22344,0.989742348,0.2759,35.1661682
290,0.701239862,0.22152,1.01919556,0.2913,35.3000336
291,0.696713314,0.2211,0.985562463,0.2789,35.5123978
292,0.697481541,0.2225,1.02805691,0.2968,35.6611366
293,0.696905739,0.22172,1.00571779,0.2878,35.8468323
294,0.70302951,0.22506,1.0349675,0.2978,35.9659424
295,0.687415381,0.22058,1.00631845,0.2832,36.2844582
296,0.686996136,0.21982,0.984985777,0.2795,36.5387726
297,0.693097557,0.22316,1.02223348,0.2908,36.7703323
298,0.689630709,0.22106,1.01615616,0.2869,36.9711418
299,0.687188993,0.22028,1.01753851,0.2919,37.1801338
300,0.684859294,0.21992,0.998910642,0.2807,37.46595
301,0.684010888,0.21772,1.01632175,0.2899,37.6600037
302,0.679767089,0.21928,1.02064849,0.2896,37.9497528
303,0.685293442,0.2202,1.02896753,0.2947,38.0736351
304,0.679896033,0.22002,1.02434534,0.2912,38.3735199
305,0.683785751,0.21926,1.01445656,0.2877,38.5334816
306,0.682499158,0.22098,1.04900255,0.3021,38.7060204
307,0.679124443,0.2174,1.01776845,0.2941,38.9822617
308,0.679234921,0.21646,1.02780595,0.2888,39.1685638
309,0.671477543,0.216,1.05384801,0.3025,39.3978081
310,0.676915165,0.21912,1.02828497,0.2916,39.578495
311,0.673916126,0.21784,1.0226768,0.2874,39.7671356
312,0.666911848,0.2136,1.03414665,0.2938,40.0786591
313,0.670005488,0.21566,1.02668548,0.2922,40.291317
314,0.669974832,0.21656,1.07587479,0.3009,40.5305939
315,0.672913159,0.21662,1.03912389,0.2965,40.6199226
316,0.668137683,0.21572,1.01837002,0.2892,40.8343391
317,0.669992929,0.217,1.02887649,0.2847,41.0172882
318,0.662640631,0.21212,1.06557223,0.3005,41.2286263
319,0.671569121,0.21662,1.01526463,0.2825,41.3172073
320,0.665709557,0.21596,1.0138306,0.2929,41.5274506
321,0.665585928,0.2157,1.03498652,0.2963,41.7399139
322,0.661173947,0.21344,1.03483901,0.2956,41.9734726
323,0.659910085,0.2137,1.00311472,0.2826,42.2636566
324,0.663997315,0.21372,1.06705871,0.3003,42.4747391
325,0.659354808,0.21336,1.03945386,0.2947,42.7113953
326,0.662760926,0.21314,1.06231837,0.2983,42.790329
327,0.658889455,0.21428,1.03149725,0.289,43.0016785
328,0.659184848,0.21444,1.04326959,0.2914,43.2268944
329,0.65391431,0.21176,1.03851487,0.2869,43.5201225
330,0.654780226,0.21354,1.05860513,0.3015,43.723732
331,0.660055448,0.215,1.03565786,0.2897,43.8419724
332,0.652076048,0.21166,1.0433207,0.2896,44.1209869
333,0.650906385,0.21278,1.07182266,0.3036,44.3898582
334,0.654643518,0.21212,1.0764584,0.2994,44.591568
335,0.647533988,0.20992,1.06053624,0.2981,44.857254
336,0.648884119,0.20976,1.04586231,0.288,45.0406036
337,0.651133584,0.21212,1.05269533,0.2911,45.2019653
338,0.645405353,0.20978,1.03343858,0.2871,45.4724503
339,0.649239692,0.21028,1.05593763,0.2989,45.6262054
340,0.64723991,0.21104,1.05087583,0.2953,45.8369141
341,0.649262657,0.21238,1.05562039,0.2944,45.9831085
342,0.642350354,0.2087,1.05810999,0.2958,46.123951
343,0.649158593,0.21168,1.04029042,0.2934,46.2552795
344,0.63353624,0.20656,1.06601003,0.2995,46.6020355
345,0.640656999,0.20934,1.08630098,0.304,46.8571548
346,0.645475249,0.20974,1.08671925,0.3034,46.9610863
347,0.641165723,0.20872,1.08977821,0.3021,47.1001053
348,0.643888456,0.20754,1.0651385,0.2952,47.2226944
349,0.637651029,0.20752,1.09730097,0.3034,47.4747314
350,0.635918549,0.2073,1.11827661,0.3129,47.6897087
351,0.640451485,0.20846,1.11058568,0.3123,47.8095551
352,0.634224457,0.20614,1.05029898,0.2982,48.0631027
353,0.635401782,0.20784,1.05576774,0.2902,48.2700043
354,0.634253904,0.20706,1.06193317,0.2922,48.5176125
355,0.634503865,0.20846,1.06450808,0.296,48.7327194
356,0.627232427,0.2049,1.06009225,0.2905,49.0430183
357,0.623244263,0.2036,1.09528405,0.3033,49.316864
358,0.622937796,0.20418,1.06470146,0.2962,49.6150703
359,0.631032535,0.20572,1.12074417,0.3113,49.7710419
360,0.631665748,0.2063,1.07683305,0.2964,49.9589081
361,0.625031509,0.20374,1.06118428,0.2914,50.2294235
362,0.629898617,0.20414,1.06572946,0.2956,50.2934837
363,0.62151057,0.2042,1.14173198,0.3193,50.5508156
364,0.624229278,0.20646,1.09074746,0.2999,50.8081589
365,0.620695344,0.204,1.09093652,0.3045,51.0364037
366,0.625602141,0.20386,1.09832558,0.3049,51.206749
367,0.624744881,0.20402,1.06762882,0.2965,51.3511887
368,0.622597401,0.20404,1.10405288,0.301,51.5426559
369,0.620987684,0.20394,1.0824691,0.2962,51.7546768
370,0.616342368,0.20328,1.06091588,0.2931,52.0266533
371,0.624423016,0.20352,1.1158637,0.3089,52.1388855
372,0.613042373,0.20202,1.08496419,0.3022,52.4010773
373,0.615009784,0.20106,1.10427223,0.3067,52.6346207
374,0.619114411,0.20384,1.07314035,0.2961,52.8051071
375,0.625120547,0.20468,1.10707871,0.3058,52.8610535
376,0.613048378,0.20104,1.0956352,0.3039,53.1192017
377,0.6128521,0.19946,1.12734584,0.3154,53.3443184
378,0.616323209,0.20338,1.136542,0.3147,53.5885887
379,0.610627252,0.20224,1.10901754,0.308,53.8442917
380,0.607221951,0.19938,1.07212494,0.2967,54.1458626
381,0.610172058,0.20042,1.11461171,0.3064,54.307724
382,0.615711519,0.20292,1.14527142,0.3193,54.3636475
383,0.605097294,0.19808,1.07855741,0.2933,54.7055206
384,0.601346309,0.19806,1.09325666,0.299,54.978714
385,0.61140731,0.20004,1.10663903,0.3072,55.1037369
386,0.602675763,0.20002,1.11736022,0.3029,55.3320427
387,0.614057259,0.20314,1.129827,0.3111,55.2988663
388,0.605736259,0.2004,1.08904148,0.2978,55.5768356
389,0.605496852,0.20012,1.13073171,0.3111,55.7469673
390,0.608704253,0.19958,1.09819011,0.298,55.898304
391,0.599661475,0.1976,1.12615817,0.3101,56.1568031
392,0.600731284,0.19616,1.07736619,0.297,56.4015274
393,0.603300765,0.19952,1.12151758,0.3025,56.5869904
394,0.605696567,0.199,1.09377476,0.301,56.7451363
395,0.600016647,0.19802,1.1239524,0.3068,56.9545593
396,0.599251825,0.19886,1.13841635,0.3067,57.0933876
397,0.594351322,0.19636,1.12190916,0.3072,57.4227142
398,0.593847989,0.19654,1.14920642,0.3128,57.6738586
399,0.602196899,0.1998,1.12508152,0.3124,57.784153
400,0.590797689,0.19422,1.14166741,0.3154,58.1050491
401,0.590651195,0.19534,1.13685687,0.3166,58.3963013
402,0.594707887,0.19636,1.13366379,0.3066,58.5990524
403,0.593848958,0.1966,1.13777781,0.3155,58.8681488
404,0.585701798,0.19498,1.10863067,0.3068,59.1684685
405,0.593855639,0.19624,1.11564917,0.3015,59.3357391
406,0.590340092,0.19542,1.12237138,0.3063,59.52948
407,0.591626653,0.19378,1.10725597,0.3035,59.6877899
408,0.594211648,0.19656,1.12546622,0.3052,59.8437042
409,0.587384666,0.19378,1.13289624,0.3135,60.124382
410,0.591328857,0.19512,1.13577256,0.3077,60.2430534
411,0.584443463,0.19296,1.1273401,0.3092,60.5205536
412,0.591526616,0.1955,1.06090984,0.285,60.6353531
413,0.579147994,0.1929,1.10090958,0.3013,60.955246
414,0.589027922,0.1968,1.13314544,0.3069,61.0948677
415,0.587544043,0.19274,1.10276172,0.2976,61.2014694
416,0.588837504,0.19474,1.12658853,0.305,61.3139877
417,0.580745712,0.193,1.10312919,0.2955,61.555336
418,0.584832718,0.19262,1.12367034,0.297,61.6919212
419,0.582064181,0.1939,1.09610933,0.3032,61.8743324
420,0.579001327,0.19114,1.11529956,0.2995,62.1190033
421,0.5772289,0.1929,1.14067342,0.3061,62.3471603
422,0.578533202,0.1928,1.14611299,0.3075,62.5898361
423,0.57861953,0.19232,1.14351661,0.3067,62.8175125
424,0.582430903,0.19328,1.11393577,0.3097,62.8992462
425,0.575359343,0.19108,1.14010096,0.3075,63.1790085
426,0.577754238,0.192,1.0985006,0.2978,63.3732567
427,0.575733305,0.19176,1.1524568,0.3202,63.4985123
428,0.579506095,0.19414,1.14194181,0.3082,63.7129097
429,0.572460599,0.19082,1.13927646,0.3086,63.994957
430,0.576768154,0.19152,1.16327135,0.3117,64.1966934
431,0.574261376,0.19134,1.12908965,0.3005,64.4685669
432,0.573876744,0.1918,1.15448903,0.3147,64.6845245
433,0.569343498,0.19082,1.15538449,0.31,64.9734192
434,0.568938736,0.19098,1.15559053,0.3077,65.2106018
435,0.568747792,0.18892,1.11154183,0.2997,65.5360565
436,0.56869315,0.18908,1.12504969,0.3068,65.7564697
437,0.565844386,0.18772,1.13726969,0.3087,66.0587769
438,0.568158139,0.1887,1.1317382,0.3088,66.1717606
439,0.56854851,0.18966,1.13636579,0.3107,66.3939819
440,0.573412436,0.19216,1.16066614,0.314,66.4803925
441,0.57065898,0.19152,1.18099455,0.3146,66.6868057
442,0.565017363,0.18926,1.15918783,0.3111,66.9319
443,0.56748113,0.1903,1.1505092,0.3113,67.1511612
444,0.566795361,0.18976,1.1370639,0.3044,67.3568802
445,0.563980184,0.1876,1.11826378,0.2983,67.5692596
446,0.563702782,0.18864,1.13670243,0.3026,67.7216644
447,0.561473932,0.18624,1.11071095,0.2973,68.0167236
448,0.561620119,0.18684,1.15019055,0.3018,68.2248459
449,0.556685239,0.18618,1.16199741,0.3072,68.5012436
450,0.563260071,0.18798,1.18317216,0.3096,68.624176
451,0.572170765,0.19072,1.11143276,0.3014,68.6358643
452,0.558855056,0.1883,1.13370053,0.3089,68.9513626
453,0.553789275,0.18552,1.14763538,0.3081,69.2964706
454,0.554836294,0.18694,1.19048193,0.3171,69.652298
455,0.554990523,0.18562,1.21190069,0.3205,69.8912354
456,0.559181159,0.18834,1.13675902,0.3034,70.047699
457,0.562788496,0.18866,1.15540406,0.3078,70.0857697
458,0.558775997,0.18778,1.17385357,0.3126,70.2460403
459,0.556759749,0.18514,1.17256047,0.3179,70.4091797
460,0.55367814,0.1869,1.16504866,0.3065,70.6405258
461,0.549912984,0.18262,1.16759804,0.3095,70.8949738
462,0.555223489,0.18492,1.16906077,0.3078,71.0792236
463,0.560307644,0.18838,1.16946102,0.3155,71.1163101
464,0.560018708,0.18884,1.15569096,0.3059,71.2174835
465,0.552848201,0.18454,1.20766802,0.324,71.395401
466,0.552722247,0.18424,1.15739575,0.309,71.5944519
467,0.554953891,0.18736,1.18315047,0.3139,71.7610474
