Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm,Exact Path Norm
68,1.97847161,0.71176,1.74693465,0.6492,30.7739792,19.0285679
69,1.97684715,0.70788,1.74480721,0.6474,30.4811268,20.9430835
70,1.9731791,0.7058,1.74625786,0.6431,30.3873634,10.2451976
71,1.97222288,0.70586,1.73943751,0.6444,31.2025681,18.2864373
72,1.97396713,0.70372,1.74037775,0.6417,30.4129715,20.2373672
73,1.97397788,0.7065,1.73723321,0.6418,30.2286358,12.5967077
74,1.97184132,0.7042,1.73288107,0.6392,30.8861008,-0.412983268
75,1.96985821,0.7038,1.72902007,0.6342,30.0504036,5.93184712
76,1.97382015,0.70554,1.72499198,0.637,30.1808643,4.17974331
77,1.96994043,0.70432,1.72661751,0.6371,29.8819218,15.0347715
78,1.96442949,0.70092,1.7236528,0.6397,30.0835133,-3.57679818
79,1.96897724,0.7035,1.73028817,0.6374,29.6903687,10.7514611
80,1.96678937,0.70302,1.72169229,0.6334,29.5706997,27.8562298
81,1.96418622,0.70294,1.72211357,0.6347,29.3504696,21.308955
82,1.96510809,0.70254,1.72594081,0.6368,29.8445473,10.6909979
83,1.96524001,0.69754,1.7188794,0.631,29.6592064,11.5555482
84,1.96513915,0.70078,1.71589347,0.6302,30.0413437,-14.5157416
85,1.96158086,0.70122,1.71867363,0.6316,29.8416615,-8.16828639
86,1.96376037,0.69878,1.71686251,0.6319,29.9484596,7.90391687
87,1.96102263,0.69842,1.71223608,0.6283,29.4633369,10.0505228
88,1.95981235,0.69766,1.71107694,0.628,29.4067764,14.1517211
89,1.96104786,0.69934,1.70994613,0.6262,29.8107414,11.6522198
90,1.95893312,0.69718,1.71363238,0.6288,29.731144,10.7271333
91,1.95781327,0.69822,1.70811184,0.626,29.3303452,21.1185635
92,1.95704552,0.6965,1.7070458,0.6244,29.6774597,1.53067861
93,1.95614854,0.69656,1.70676403,0.6246,29.5872135,7.43376329
94,1.95655232,0.69388,1.70510949,0.6223,30.0979652,9.26632329
95,1.95351168,0.69478,1.69907198,0.6224,29.4139595,22.3355812
96,1.95342341,0.69164,1.69746153,0.6181,28.9256115,22.9043506
97,1.95414931,0.69634,1.69850761,0.6234,29.6430531,13.1002901
98,1.95202159,0.69038,1.69656116,0.6189,29.347435,16.4016741
99,1.95224683,0.69164,1.69327596,0.6194,28.7454281,11.5098169
100,1.94909708,0.69234,1.69471011,0.6167,29.7085953,8.56210378
101,1.94900697,0.69084,1.69124774,0.6192,29.3250389,25.4640782
102,1.94839881,0.6918,1.68909132,0.6143,29.672472,17.8340841
103,1.94538472,0.68814,1.6873449,0.6141,30.1548843,17.007479
104,1.94644295,0.6912,1.6852229,0.6121,29.7633095,19.8341484
105,1.94426337,0.68592,1.68769858,0.6128,29.8744297,8.65762283
106,1.94545483,0.68836,1.68844884,0.6141,29.9726372,9.66069551
107,1.94502811,0.6889,1.69071298,0.6119,30.1825027,11.5626541
108,1.94329049,0.6872,1.68399343,0.6103,30.1984901,6.45465872
109,1.94238764,0.68966,1.6816107,0.6077,30.2066746,17.7053314
110,1.94059498,0.68588,1.67685084,0.608,30.1908569,11.9286636
111,1.94190164,0.68708,1.67800112,0.6059,30.203474,19.886113
112,1.94103494,0.68416,1.6784431,0.6046,30.3208694,25.6579497
113,1.93812967,0.68528,1.67299951,0.6046,30.0263824,-1.55436122
114,1.93965012,0.68532,1.67714699,0.6067,30.3901253,-3.49052284
115,1.93449202,0.68072,1.67657794,0.6079,30.3355751,9.4288935
116,1.93364974,0.6822,1.67155764,0.6078,31.044405,19.2548057
117,1.93895058,0.68398,1.67102307,0.6005,30.607048,11.2487558
118,1.93407729,0.68406,1.66634821,0.6033,30.064167,-5.22913627
119,1.93538051,0.68196,1.67905699,0.6021,30.155983,16.9695808
120,1.93403839,0.67988,1.66608853,0.598,30.5476627,11.3651117
121,1.93301185,0.68142,1.66406564,0.6001,30.958086,12.7665426
122,1.93162828,0.67792,1.6607003,0.5985,30.5980511,9.53067779
123,1.93047091,0.679,1.67501893,0.6034,30.4880047,11.2718984
124,1.92717181,0.67762,1.66020236,0.5957,30.646595,16.1808936
125,1.92973588,0.67738,1.65656693,0.5947,30.8996372,19.328012
126,1.92883772,0.67796,1.66095352,0.595,31.0000134,28.9590503
127,1.92874868,0.67888,1.65284975,0.5957,30.6482601,22.4057381
128,1.92810586,0.67914,1.6503556,0.5935,30.401638,5.14141077
129,1.92721843,0.67768,1.65109402,0.5927,30.852026,25.1806982
130,1.92739133,0.6767,1.64971823,0.5895,30.5587711,1.46129525
131,1.92501045,0.67408,1.64871821,0.5921,30.3258972,17.9604432
132,1.92401399,0.67372,1.6452409,0.5902,30.4922695,-2.61293808
133,1.92134286,0.6738,1.64225521,0.5855,30.773056,7.29280918
134,1.9198039,0.67374,1.64604483,0.5958,31.111084,11.1361031
135,1.92107906,0.67344,1.64402729,0.5879,31.0709705,19.526373
136,1.92076324,0.6739,1.64105503,0.5867,31.3257465,16.4602376
137,1.92117854,0.67252,1.63897552,0.5858,31.1587067,-11.9209544
138,1.91835855,0.67198,1.63623921,0.5849,31.2695808,-10.6613385
139,1.91807399,0.66886,1.63895618,0.5885,31.206892,28.6709647
140,1.91685774,0.67024,1.6415532,0.5871,30.5736542,1.62116108
141,1.91689642,0.67148,1.63537846,0.5854,30.855999,6.84286932
142,1.91532036,0.66878,1.63736057,0.5843,30.9455681,6.798988
143,1.91626134,0.66784,1.62964311,0.582,30.7050514,23.9526847
144,1.91712631,0.67084,1.63456891,0.5854,30.9598236,20.5520619
145,1.9139922,0.66954,1.63123305,0.58,31.1673279,32.370258
146,1.91438733,0.66994,1.63233978,0.5821,31.5889053,19.1078727
147,1.91470963,0.66864,1.63107102,0.5833,31.8590431,24.3386523
148,1.91202372,0.66952,1.62608097,0.58,31.9968758,22.436713
149,1.91174248,0.6655,1.62657495,0.5801,32.1340027,-15.3882629
150,1.91176148,0.66786,1.62439849,0.5765,31.9572849,31.8590133
151,1.91062444,0.66602,1.62235388,0.5761,31.8870544,10.9028149
152,1.91134358,0.6669,1.63117244,0.5821,32.1220627,2.92002863
153,1.90889541,0.66544,1.61961767,0.5784,32.5289917,11.7370649
154,1.90927025,0.66666,1.62063151,0.5806,32.724575,-7.16253049
155,1.9062616,0.66424,1.62372766,0.5807,33.0106392,12.7856402
156,1.90499874,0.66408,1.6150941,0.5752,33.0277405,5.80252818
157,1.9049539,0.66286,1.62274963,0.5762,32.9080086,22.8785627
158,1.90588115,0.66258,1.61789697,0.5775,32.7748451,24.4122727
159,1.90644334,0.66496,1.61782171,0.5765,32.9187851,8.506318
160,1.90431764,0.6618,1.62001706,0.5761,33.4783249,17.5252838
161,1.90438576,0.66362,1.61557109,0.5795,33.5202065,12.7818228
162,1.90302427,0.66066,1.61473081,0.5765,34.1960449,18.1885316
163,1.90190157,0.66198,1.61180827,0.5739,33.9649239,20.4893472
164,1.90044491,0.6604,1.61735819,0.5736,33.5606689,21.5349668
165,1.90082913,0.6608,1.61239588,0.5713,34.2051086,14.6425396
166,1.89776321,0.66074,1.61031267,0.5704,34.5745506,3.85888292
167,1.90071716,0.65918,1.61250841,0.5708,34.6414719,5.72913363
168,1.90053302,0.66024,1.61178095,0.5684,34.737648,16.0363093
169,1.89963448,0.65944,1.61091411,0.5703,34.9789658,10.4565615
170,1.89498765,0.65852,1.60675928,0.5715,35.0302467,8.97090123
171,1.89892143,0.65794,1.60794804,0.5738,35.1399651,18.6360853
172,1.89810678,0.6578,1.60475659,0.5701,35.4086761,17.3925287
173,1.89593883,0.65544,1.6018341,0.5671,35.4734917,12.5788573
174,1.89450947,0.65714,1.6086121,0.5668,35.8726959,9.74589646
175,1.89609326,0.65946,1.61250823,0.575,36.1580772,0.781006259
176,1.89529789,0.65826,1.60960482,0.5704,35.9069977,18.1093324
177,1.89570515,0.66028,1.59718287,0.568,36.1882172,13.7248496
178,1.89287367,0.65686,1.60361813,0.5691,36.1186829,15.502578
179,1.89366924,0.65594,1.59878693,0.5652,36.0197906,20.9860611
180,1.89277779,0.65558,1.59737659,0.5694,36.8463745,10.3477311
181,1.89350467,0.65714,1.59533846,0.5633,36.8824959,7.54343453
182,1.89301727,0.65442,1.5962256,0.5645,36.7282028,14.0216445
183,1.89074282,0.65438,1.60191253,0.5671,37.1789169,6.49765847
184,1.88932017,0.65214,1.59584021,0.5645,37.6159058,26.9235005
185,1.89099446,0.65492,1.59532473,0.5691,37.4803238,9.43463813
186,1.89002784,0.65312,1.59291634,0.5649,37.2114601,8.30505331
187,1.88938092,0.65388,1.6012693,0.5684,37.9342575,15.2439554
188,1.88972683,0.65212,1.58645177,0.5602,37.889801,7.9934503
189,1.88944575,0.65598,1.58579875,0.5596,38.3408279,16.8542644
190,1.88725514,0.65542,1.58936597,0.5636,39.0706673,18.2158701
191,1.88472486,0.65042,1.58838685,0.5601,39.026165,10.4477594
192,1.88745262,0.65412,1.5879601,0.5646,38.8467293,11.3675402
193,1.88635798,0.6491,1.58629604,0.5576,38.9268112,13.1154132
194,1.88351401,0.6512,1.58636069,0.5636,39.8089447,2.86270545
195,1.88238171,0.65122,1.58554843,0.5626,40.9620361,9.00565807
196,1.88443458,0.65168,1.58717391,0.557,40.3398933,14.571224
197,1.87989264,0.64838,1.5882381,0.5609,41.2986221,14.330393
198,1.883474,0.64908,1.57882843,0.5553,41.3278618,12.2049727
199,1.88017017,0.65006,1.58664479,0.5579,41.3828506,16.1031171
200,1.88485659,0.65098,1.58285221,0.5599,41.656929,-2.03893205
201,1.88159722,0.64834,1.58056094,0.5554,41.5990219,26.5637172
202,1.88238243,0.65144,1.57937649,0.5516,40.8036194,21.2193677
203,1.88129406,0.64932,1.58171714,0.5551,42.0779686,14.1272582
204,1.87929715,0.64788,1.58076072,0.5535,42.6158333,12.8855661
205,1.88240792,0.64966,1.57868891,0.5519,42.3154068,20.3317557
206,1.87915287,0.64772,1.58085567,0.5525,43.2552338,19.043447
207,1.87809325,0.64628,1.57220117,0.5493,43.2115059,7.69922142
208,1.87967126,0.64616,1.57027266,0.5461,42.78862,-3.61257332
209,1.87419461,0.64302,1.56890092,0.5504,42.8141098,29.7138081
210,1.87754132,0.64764,1.57207572,0.544,43.1419754,9.67378093
211,1.87440408,0.64332,1.56727811,0.5419,43.6661263,8.41807838
212,1.87546918,0.6448,1.56481242,0.5427,43.9324799,1.65280421
213,1.87507633,0.64632,1.56723612,0.5459,43.859642,19.3462193
214,1.87340078,0.64438,1.5648697,0.5402,44.2623291,3.42106151
215,1.87467504,0.64388,1.56635481,0.5463,44.2896233,29.903308
216,1.87434906,0.644,1.56986009,0.5461,44.6526108,12.48248
217,1.86962308,0.64264,1.56243795,0.5433,45.419075,24.6125935
218,1.87003254,0.64172,1.56371517,0.5406,45.5299683,12.0747591
219,1.870074,0.6408,1.55832182,0.539,45.5471115,28.7289778
220,1.87016853,0.64144,1.56223969,0.5453,46.1072617,9.8570978
221,1.87048974,0.6424,1.55988959,0.5399,45.9225388,25.3710963
222,1.87087298,0.64076,1.55822101,0.5378,45.3084793,0.557946287
223,1.86622281,0.63912,1.5536449,0.5377,45.6073265,37.7526122
224,1.86943394,0.63792,1.55322205,0.5377,46.0133972,4.19045845
225,1.86808431,0.63776,1.55695504,0.5422,45.839859,13.2639636
226,1.86503356,0.63962,1.55771353,0.5373,46.2920761,24.8280939
227,1.86459708,0.63662,1.55370492,0.5353,46.4447784,-3.63528966
228,1.86393666,0.6377,1.55277239,0.5365,47.4527206,23.3821032
229,1.86359543,0.63904,1.5555287,0.539,47.6146812,11.6698994
230,1.86667358,0.6397,1.54652323,0.5321,47.7875214,18.3725986
231,1.86325433,0.63708,1.54817261,0.5351,47.8487091,31.8722356
232,1.86282292,0.63674,1.54980735,0.5374,47.7936935,-6.00812337
233,1.86450692,0.6383,1.54806632,0.5345,48.4226379,8.91262445
234,1.86603989,0.6372,1.54692927,0.5308,48.0126953,19.8205467
235,1.86091279,0.63622,1.55201833,0.5377,48.1461563,15.8232442
236,1.86077532,0.63688,1.55018039,0.5356,48.1519775,26.3720564
237,1.86000666,0.6352,1.54603887,0.5315,48.63414,12.2868767
238,1.8585322,0.63662,1.54782411,0.5333,48.0368462,35.4370508
239,1.85828724,0.63374,1.53880447,0.5313,48.2107239,23.4565214
240,1.85923102,0.63306,1.54478686,0.5317,49.0761108,22.5907242
241,1.85863011,0.6342,1.53734949,0.5305,49.2078705,17.2648084
242,1.85781404,0.63462,1.53571757,0.5306,48.9673195,-19.5627591
243,1.85985385,0.63636,1.53909981,0.5309,48.7366714,16.3299744
244,1.85782362,0.63408,1.54135762,0.5306,49.1846542,16.0333206
245,1.85637334,0.63236,1.55233513,0.5395,50.1322937,23.2382188
246,1.85583785,0.63296,1.53619548,0.5309,50.7400131,17.4150384
247,1.85750096,0.63428,1.53488574,0.5292,50.2504654,4.15980796
248,1.86093859,0.63592,1.54307753,0.5325,49.5621643,24.4624752
249,1.85594815,0.63224,1.53614782,0.5264,50.664772,36.9639683
250,1.85745176,0.63268,1.53486965,0.5255,50.10672,19.8784011
251,1.854742,0.63304,1.54424119,0.535,50.4043579,11.1459566
252,1.85436845,0.63512,1.53702094,0.5297,50.5577431,11.9837084
253,1.85061286,0.62986,1.53340481,0.528,51.1173782,14.9500454
254,1.85181949,0.62836,1.52918712,0.525,51.9092255,7.68500494
255,1.85418208,0.63208,1.53346136,0.5235,51.5615654,16.5146796
256,1.85183246,0.63144,1.53056665,0.5238,51.8246307,7.72027718
257,1.85387718,0.63154,1.53362169,0.5309,52.4545593,14.0372322
258,1.85227184,0.63078,1.53176608,0.5249,53.2968941,19.8209499
259,1.84935594,0.6315,1.53080101,0.5266,53.4290085,16.0190409
260,1.85010112,0.6299,1.52896402,0.5258,53.7041359,43.3545753
261,1.8526073,0.63166,1.54010709,0.5334,53.221138,15.9216715
262,1.84983506,0.6301,1.52511122,0.5226,53.6294746,3.61991969
263,1.85048963,0.62944,1.52808539,0.5248,53.6458359,14.2515142
264,1.85080671,0.6287,1.52652415,0.5242,53.7858925,21.6069566
265,1.84879308,0.62888,1.52442562,0.5259,54.1649513,11.120894
266,1.84676054,0.62808,1.52443818,0.5238,54.1917915,15.4869676
267,1.84793867,0.62888,1.52878486,0.5274,55.1579971,22.0258724
268,1.85018656,0.632,1.52408573,0.5255,55.0582352,24.7475511
269,1.84527328,0.62842,1.52164693,0.5217,54.9647903,14.3325656
270,1.84298601,0.62354,1.52163167,0.5271,55.7030182,12.6841584
271,1.84547995,0.62932,1.51614872,0.5236,56.1175995,19.0485201
272,1.84561845,0.62666,1.52169474,0.5275,56.4683037,6.2259485
273,1.84712622,0.6292,1.51904333,0.5226,56.9586334,9.48844363
274,1.8480106,0.62666,1.51436765,0.5198,57.2245255,11.5417986
275,1.84460327,0.63028,1.51964594,0.5251,57.5045662,12.8503009
276,1.84222408,0.62658,1.51783657,0.5205,57.6872826,3.9792919
277,1.84271746,0.62414,1.51736528,0.522,57.7615852,-3.81198913
278,1.84239629,0.6244,1.51259806,0.5188,58.2267838,29.343827
279,1.84084982,0.62426,1.51634336,0.5196,58.3410149,27.3930012
280,1.84413122,0.62634,1.51991668,0.5205,58.7477188,21.7924582
281,1.84403603,0.62542,1.51391459,0.5242,58.8691368,19.3895889
282,1.84183087,0.62336,1.51423937,0.5223,59.1531754,23.8752111
283,1.83964375,0.62322,1.5126432,0.5195,59.4880219,19.1821371
284,1.83976381,0.62502,1.50943215,0.5221,60.2599869,19.1152271
285,1.83941516,0.6218,1.51483041,0.5234,60.4858322,15.071953
286,1.84085119,0.62384,1.51007942,0.5198,60.5504875,2.58923673
287,1.83954129,0.6263,1.51066413,0.5216,60.3811493,21.0229752
288,1.8383212,0.62242,1.50964604,0.518,61.1076813,21.0902934
289,1.83746181,0.6225,1.50586687,0.5154,62.0617294,-0.968482564
290,1.8369885,0.62116,1.5070133,0.5175,62.2121544,29.1853049
291,1.83756362,0.62334,1.51123337,0.52,62.7852669,-0.491296586
292,1.8382187,0.62098,1.50499754,0.5212,62.5287247,7.98180939
293,1.83375151,0.62004,1.50400558,0.5164,62.8221436,4.26733641
294,1.83503384,0.62234,1.50939992,0.5204,63.4251938,-12.4313669
295,1.83309136,0.61958,1.50420744,0.518,64.1184311,7.63293202
296,1.83664321,0.61938,1.51152119,0.5218,64.2176971,-8.97963675
297,1.83640106,0.62072,1.50476196,0.5151,63.1200638,31.5573686
298,1.83469287,0.62112,1.50435905,0.5157,64.5069885,27.5283735
299,1.83453381,0.62372,1.50538544,0.5158,64.8712006,10.3844661
300,1.83372993,0.6242,1.50589744,0.5189,65.0204849,6.54315865
301,1.83492274,0.61942,1.50265689,0.5191,65.2767181,17.3922778
302,1.83216778,0.6204,1.4997522,0.5158,66.2928696,9.26859306
303,1.83231751,0.61998,1.50213874,0.5179,65.9945831,11.0950034
304,1.83164554,0.6196,1.50157391,0.5107,66.7113342,29.232755
305,1.8342287,0.62136,1.49790384,0.5154,66.1845474,23.1887538
306,1.83358266,0.61838,1.4992595,0.5138,66.1587219,23.5799789
307,1.82727786,0.61892,1.5006426,0.5123,66.9724274,-4.03759798
308,1.83106916,0.61972,1.49887024,0.5128,67.4397049,39.4107671
309,1.83314225,0.62212,1.4974663,0.5129,67.3120651,6.42039129
310,1.8295798,0.61754,1.49957758,0.5131,66.8932953,30.6291207
311,1.83038048,0.61756,1.50314129,0.5176,68.0786819,8.20960661
312,1.82903282,0.61682,1.49687593,0.5154,68.3313904,44.3032612
313,1.83032855,0.6178,1.49210064,0.5133,68.6044235,4.96032112
314,1.82858037,0.6183,1.50755434,0.5234,69.0193329,12.2098798
315,1.82862277,0.61862,1.50288959,0.5135,68.894455,29.3280944
316,1.82983684,0.6175,1.49710622,0.5143,70.0707092,12.1722528
317,1.82740959,0.6156,1.49811859,0.5174,70.0961456,16.1274723
318,1.83010155,0.6169,1.49627591,0.5128,70.5744705,29.3935346
319,1.82568546,0.61566,1.49200007,0.5144,70.3173447,44.9780801
320,1.82854074,0.61666,1.48970553,0.5139,69.7404251,28.4236638
321,1.82761661,0.61648,1.4911599,0.513,70.3463745,18.7713583
322,1.82311442,0.61532,1.49761907,0.5164,71.193634,13.6701416
323,1.82590746,0.6158,1.48938896,0.5111,70.6961212,13.0029287
324,1.82575517,0.61704,1.49112931,0.5115,71.3621368,31.3808839
325,1.8254516,0.61514,1.49281988,0.5162,71.3328247,5.53420668
326,1.82713484,0.61796,1.48643253,0.5098,72.4443207,35.1767026
327,1.82505479,0.6166,1.48796444,0.5138,72.3204803,17.3417594
328,1.82531018,0.61474,1.48753304,0.5102,73.278595,18.1268888
329,1.82347109,0.6167,1.48447209,0.5079,72.4341965,25.2524405
330,1.8254131,0.6167,1.48303124,0.5095,73.2748947,21.8812603
331,1.82629023,0.6148,1.48745886,0.5077,73.4168396,44.89303
332,1.82667364,0.61662,1.48384844,0.5064,73.4915619,21.8421995
333,1.82239568,0.6138,1.48853002,0.5096,73.8137589,24.5846767
334,1.82323262,0.6115,1.48358301,0.5113,75.1010132,16.2098087
335,1.82169219,0.61472,1.48314921,0.5102,75.4848175,0.553930226
336,1.82358381,0.61284,1.48885076,0.5074,75.9546204,13.8957103
337,1.81830152,0.61392,1.48307195,0.5111,77.1199951,19.7430957
338,1.82300031,0.61264,1.48220379,0.5055,76.6349335,35.7663242
339,1.82029278,0.61196,1.49364528,0.5137,76.7633057,21.0178145
340,1.82111752,0.6142,1.48011709,0.5091,76.7181854,34.2957647
341,1.81929461,0.61188,1.48092188,0.5065,76.9631958,10.0819358
342,1.81916038,0.6118,1.48034702,0.509,77.3535309,-3.8241941
343,1.82010719,0.61084,1.48336198,0.5094,78.0084991,19.9130394
344,1.81964811,0.6131,1.48004013,0.5074,78.9499741,6.3714648
345,1.82042097,0.6133,1.47701154,0.508,78.4571381,20.3253509
346,1.81994677,0.61266,1.47968613,0.509,79.0551682,26.1427365
347,1.82071185,0.6132,1.48540173,0.5116,79.6948853,32.5486618
348,1.82256064,0.61326,1.48250613,0.5096,79.6176453,25.3180411
349,1.81921776,0.61212,1.47989252,0.5035,79.6416702,14.5583445
350,1.81730556,0.61196,1.47364551,0.5063,80.0038147,29.5585009
351,1.81637878,0.61304,1.47706423,0.5069,80.1038666,5.57090735
352,1.81725619,0.60976,1.47344036,0.5073,80.1812134,11.1249179
353,1.81918499,0.61182,1.49078231,0.5107,80.6188583,37.5668185
354,1.81772161,0.61296,1.47129083,0.5041,80.6747131,22.3290692
355,1.82064161,0.6117,1.47500544,0.5043,81.5417175,10.9638249
356,1.81568313,0.61102,1.47169319,0.5059,81.4937057,46.9237683
357,1.81560534,0.61128,1.47321721,0.5055,81.7155609,3.77861404
358,1.8185848,0.61186,1.47563031,0.51,83.3069916,23.591369
359,1.81558353,0.60748,1.46854371,0.5067,81.7286072,14.1811422
360,1.81653004,0.61164,1.47142304,0.5052,81.8484497,-5.04204699
361,1.81772497,0.61016,1.47245151,0.5076,83.1191101,28.2297293
362,1.81559772,0.60978,1.4701088,0.5034,82.7060852,31.1834618
363,1.81494574,0.60994,1.47137034,0.5054,83.6841888,7.01963943
364,1.81525103,0.60962,1.47145944,0.5034,83.5684586,7.70502983
365,1.81341574,0.6093,1.47303786,0.5068,84.9268494,11.4758755
366,1.81369939,0.6109,1.46937135,0.5062,85.0406113,20.8737945
367,1.81157464,0.6082,1.46685341,0.5081,84.6935501,27.2674823
368,1.81147195,0.60956,1.47959561,0.5109,84.5112915,50.6233933
369,1.81650224,0.61132,1.4692344,0.5036,85.0390167,13.7684457
370,1.81058439,0.60622,1.46764187,0.5034,85.5684662,17.0018311
371,1.81445403,0.61076,1.47725802,0.5093,85.8809204,20.6520884
372,1.81304383,0.60688,1.46829038,0.5015,86.215332,22.9743671
373,1.81254741,0.60646,1.470126,0.5045,86.9260406,14.1823813
374,1.80955435,0.6041,1.46514502,0.5015,87.6868439,25.5803709
375,1.81061028,0.60614,1.46383816,0.4998,87.9380951,28.8788703
376,1.81097892,0.60934,1.46530324,0.5021,88.189682,22.3698123
377,1.80976892,0.60614,1.4594507,0.4995,88.8892441,-7.72500541
378,1.81249016,0.60772,1.45747871,0.5017,88.3472595,16.4688256
379,1.80830485,0.6074,1.46564309,0.5022,88.3152618,17.5656047
380,1.81099171,0.60582,1.46860018,0.5048,88.2455673,18.5212022
381,1.80998142,0.60806,1.46797408,0.5044,89.3313446,11.9993671
382,1.81161671,0.60812,1.46272762,0.4997,88.7150803,3.90104726
383,1.80727622,0.606,1.46001573,0.5025,88.7663498,19.7471013
384,1.80856608,0.60716,1.46205115,0.5045,88.8457947,30.0483676
385,1.80750183,0.60606,1.46121641,0.5015,89.6436615,10.3086399
386,1.80958347,0.6079,1.46222176,0.5039,90.0487289,20.3588956
387,1.81311438,0.60758,1.46710045,0.5013,89.103363,25.8770672
388,1.80957329,0.60674,1.46821055,0.5048,89.751358,9.76994108
