Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm
101,0.439064795,0.1447,1.10566412,0.2741,6.69940948
102,0.431277056,0.14182,1.14540075,0.2823,6.86547375
103,0.420345614,0.13882,1.18841527,0.2939,7.05623007
104,0.418064331,0.13814,1.1348849,0.2895,7.22606468
105,0.408892952,0.13484,1.09052541,0.2617,7.40431738
106,0.409634599,0.13596,1.05852101,0.2475,7.54829216
107,0.404513054,0.13508,1.13680996,0.2633,7.68965626
108,0.3955988,0.1316,1.0942577,0.2632,7.84328365
109,0.388419299,0.13052,1.15177704,0.2908,8.04094505
110,0.382251592,0.12818,1.12271026,0.2702,8.21785355
111,0.376644666,0.1259,1.27962439,0.2988,8.39639282
112,0.380789301,0.12866,1.10788091,0.2769,8.53292656
113,0.373098474,0.12486,1.15274553,0.2959,8.70014191
114,0.367026173,0.12452,1.16617703,0.2744,8.88378525
115,0.361855716,0.12278,1.16115944,0.2628,9.07088566
116,0.356867511,0.12112,1.22128457,0.2965,9.22626305
117,0.346861573,0.11744,1.29420089,0.3035,9.44023705
118,0.348661581,0.11656,1.19553572,0.2752,9.59727287
119,0.341843073,0.11484,1.27176494,0.2994,9.81338692
120,0.337154297,0.1128,1.23218077,0.2739,9.97792053
121,0.335494245,0.1131,1.22942038,0.2771,10.1475086
122,0.331818788,0.1124,1.221552,0.2741,10.3050461
123,0.328743233,0.11118,1.24475283,0.2753,10.5021782
124,0.317359549,0.1084,1.2444216,0.26,10.7151985
125,0.316061604,0.10734,1.25544567,0.2803,10.9040699
126,0.314224874,0.10622,1.25208249,0.2865,11.0725651
127,0.306413351,0.1033,1.31504105,0.2887,11.2864323
128,0.304267585,0.10296,1.40629707,0.3011,11.4516659
129,0.304169403,0.10368,1.29788439,0.2875,11.6360216
130,0.301232422,0.1024,1.27372735,0.2714,11.7936211
131,0.297471783,0.1014,1.24999469,0.2711,11.9732533
132,0.29423768,0.10094,1.30377594,0.2822,12.1731758
133,0.286958526,0.09916,1.29818648,0.277,12.379406
134,0.28457335,0.09658,1.41748257,0.2916,12.5972881
135,0.28698803,0.09724,1.32976117,0.2845,12.7601185
136,0.282307778,0.09612,1.3365759,0.282,12.9445305
137,0.275670599,0.09476,1.29365707,0.2769,13.1421499
138,0.272875829,0.09382,1.28791647,0.2642,13.3670292
139,0.282212167,0.09574,1.39890644,0.3106,13.4625053
140,0.27303756,0.0929,1.31603661,0.2891,13.6085148
141,0.270516678,0.09252,1.31424883,0.2738,13.7681999
142,0.260860305,0.08972,1.35277508,0.276,13.9709978
143,0.25968213,0.08832,1.3443591,0.2712,14.1900349
144,0.256213702,0.08766,1.4023329,0.2829,14.409853
145,0.250810066,0.08578,1.3210663,0.2735,14.6379786
146,0.251081336,0.08566,1.36750867,0.2756,14.8178711
147,0.252459142,0.08594,1.35423862,0.2733,14.9762754
148,0.247540174,0.08436,1.35299044,0.275,15.1662693
149,0.248948344,0.08412,1.34995472,0.2735,15.3042097
150,0.241417469,0.08338,1.37721286,0.2821,15.5293074
151,0.239997462,0.0823,1.3462372,0.2592,15.7487316
152,0.237331029,0.08038,1.41431856,0.2876,15.9410276
153,0.236962055,0.08216,1.32194918,0.2787,16.1261616
154,0.239224797,0.08118,1.45291149,0.276,16.2467804
155,0.229431104,0.07868,1.36440543,0.277,16.478302
156,0.228622235,0.07902,1.45776191,0.2987,16.6584053
157,0.226194337,0.07702,1.44591661,0.286,16.8338051
158,0.221978732,0.0769,1.43029242,0.2837,17.0470104
159,0.216930316,0.07364,1.45713476,0.2836,17.2662506
160,0.230861695,0.07992,1.41867538,0.2838,17.3412361
161,0.222301945,0.07612,1.41868588,0.2878,17.5276546
162,0.220116303,0.0748,1.43606194,0.2709,17.6850491
163,0.214489695,0.0748,1.35269254,0.2678,17.8925285
164,0.218266842,0.07532,1.40704459,0.2804,18.0609093
165,0.213694364,0.07366,1.46917025,0.2792,18.2497005
166,0.209865176,0.07164,1.38569,0.2781,18.4603882
167,0.206883452,0.07058,1.47212352,0.259,18.6302834
168,0.20608139,0.07062,1.42436162,0.2766,18.8636189
169,0.206856493,0.07006,1.37572074,0.2679,18.977169
170,0.205944206,0.07052,1.42601269,0.2771,19.1207085
171,0.193348315,0.06722,1.34329115,0.2568,19.3956127
172,0.203274576,0.0705,1.40975267,0.2716,19.5078945
173,0.198088193,0.06896,1.51128057,0.2831,19.6873302
174,0.19781648,0.06866,1.4538199,0.2813,19.8538189
175,0.203764593,0.07054,1.38416283,0.2825,19.9317112
176,0.190825441,0.06578,1.44287373,0.3007,20.1606045
177,0.196863924,0.06754,1.46680696,0.282,20.3149624
178,0.18776324,0.06532,1.57241676,0.2903,20.5549831
179,0.188510068,0.06506,1.48998791,0.2832,20.7145119
180,0.189883971,0.0659,1.44190449,0.2712,20.8744659
181,0.187915882,0.06424,1.53936082,0.2938,21.0108414
182,0.188186578,0.06532,1.46375622,0.2854,21.1853123
183,0.183110979,0.0632,1.43018235,0.2697,21.3940353
184,0.184480618,0.06404,1.51292399,0.2796,21.5380363
185,0.184241569,0.0636,1.54561056,0.2913,21.6905727
186,0.177430588,0.06108,1.47869944,0.2797,21.8992691
187,0.175630382,0.06026,1.54633881,0.2909,22.1184998
188,0.178016742,0.06192,1.51223383,0.2782,22.2837582
189,0.184783397,0.06438,1.45144949,0.2747,22.3546352
190,0.176059675,0.0612,1.49491599,0.2912,22.5456009
191,0.170217941,0.05848,1.4885329,0.2771,22.7886448
192,0.175439854,0.05874,1.44786091,0.2724,22.9301662
193,0.165725232,0.05694,1.52378566,0.2885,23.1499748
194,0.171322034,0.05888,1.54643453,0.2831,23.2839069
195,0.173247647,0.05946,1.51854187,0.2777,23.3852997
196,0.17386152,0.05986,1.49308172,0.2768,23.5168171
197,0.174344976,0.06042,1.485879,0.2714,23.6254845
198,0.163151874,0.0562,1.45709941,0.2623,23.8641548
199,0.160688307,0.0553,1.5082352,0.2726,24.0825081
200,0.163986555,0.0566,1.5494006,0.2756,24.2566643
201,0.168269091,0.05868,1.58812988,0.2915,24.3862438
202,0.168650475,0.05738,1.51046013,0.2802,24.4367237
203,0.16497521,0.05752,1.47073869,0.2674,24.5804272
204,0.160082457,0.05558,1.48463045,0.2697,24.7154388
205,0.156486338,0.0523,1.48427606,0.2667,24.9319973
206,0.163471793,0.05728,1.56065799,0.292,25.0467339
207,0.157173651,0.05392,1.46962559,0.2678,25.2008343
208,0.157607243,0.05426,1.55054223,0.2965,25.366024
209,0.148857979,0.05196,1.54599957,0.2712,25.6550388
210,0.156665622,0.05242,1.56931976,0.2813,25.7674103
211,0.158807682,0.05402,1.53580921,0.2684,25.835865
212,0.154108394,0.05204,1.55116257,0.2717,26.0014267
213,0.149746838,0.05136,1.59879158,0.2824,26.214592
214,0.155312443,0.05324,1.5152607,0.2769,26.3400841
215,0.145817567,0.05082,1.52736355,0.2665,26.5889587
216,0.144924601,0.04966,1.60683161,0.2782,26.8180103
217,0.147384336,0.05094,1.5605513,0.2774,26.9826584
218,0.15247979,0.0518,1.61508481,0.2851,27.0514412
219,0.152443356,0.05292,1.54227093,0.2708,27.1707439
220,0.144620235,0.05004,1.6232259,0.2671,27.3818703
221,0.142709897,0.04862,1.62714421,0.2787,27.5960541
222,0.142318915,0.04928,1.52480999,0.2742,27.7883644
223,0.151880847,0.05146,1.56631412,0.2736,27.8135166
224,0.144034689,0.04968,1.52618546,0.2715,27.9610558
225,0.138114985,0.04802,1.53860752,0.2531,28.2029991
226,0.142322405,0.04816,1.60790987,0.2786,28.322113
227,0.142263324,0.04886,1.57797876,0.2701,28.4679337
228,0.142294443,0.0488,1.6399141,0.2852,28.5953026
229,0.139998021,0.0486,1.60917622,0.2781,28.7093086
230,0.13824618,0.04792,1.67479859,0.2878,28.9134445
231,0.134111162,0.04556,1.61394331,0.2852,29.1145515
232,0.133852292,0.04608,1.53155369,0.2638,29.3186817
233,0.138819606,0.0479,1.63970873,0.274,29.410984
234,0.134587455,0.04532,1.65591079,0.2954,29.5707092
235,0.13410295,0.04566,1.6495419,0.2917,29.7440834
236,0.13419106,0.04604,1.53009589,0.2598,29.8907375
237,0.132818563,0.04654,1.68454798,0.3075,30.0673065
238,0.135408495,0.0455,1.61013369,0.2719,30.1659336
239,0.133207561,0.04554,1.62924122,0.2901,30.2954407
240,0.130730745,0.04478,1.60019246,0.2818,30.4678249
241,0.129830353,0.04426,1.57549747,0.2696,30.6643085
242,0.127495521,0.04434,1.68049172,0.2793,30.8554783
243,0.134439561,0.0472,1.68972156,0.2975,30.9507523
244,0.127944153,0.04484,1.61081147,0.2789,31.1663494
245,0.122762722,0.04334,1.66422413,0.266,31.3845234
246,0.131406045,0.04604,1.62209465,0.2797,31.4608269
247,0.127198311,0.04368,1.69032512,0.2929,31.6551456
248,0.123310631,0.04242,1.6771814,0.2904,31.8667202
249,0.12872759,0.04464,1.63190903,0.2749,31.9378281
250,0.130478759,0.0448,1.63042544,0.2802,32.0204697
251,0.120893881,0.04212,1.65396742,0.2694,32.2481537
252,0.122601538,0.0431,1.7222789,0.2809,32.422554
253,0.121752472,0.04208,1.69681762,0.2781,32.5797997
254,0.125168617,0.04316,1.67956467,0.2758,32.7208138
255,0.124091089,0.04274,1.71155051,0.2931,32.8012161
256,0.119937891,0.04074,1.58782891,0.2694,32.9384804
257,0.117723123,0.04056,1.66385536,0.2779,33.1630554
258,0.125993745,0.04374,1.56387757,0.2557,33.1723099
259,0.116576432,0.03938,1.6579318,0.2807,33.4053955
260,0.125324411,0.04362,1.54712358,0.2608,33.4882851
261,0.115683619,0.04108,1.60582125,0.2756,33.7769318
262,0.122508479,0.04362,1.68329532,0.2809,33.8727646
263,0.113802243,0.0401,1.65758708,0.2689,34.0979309
264,0.114606211,0.03954,1.69843615,0.2715,34.3008652
265,0.115731086,0.04012,1.64548512,0.2643,34.4835014
266,0.117515351,0.04086,1.72343206,0.2961,34.6299629
267,0.109395543,0.03804,1.64311062,0.2818,34.9525414
268,0.116447482,0.03956,1.66479538,0.2725,35.1300125
269,0.120362588,0.04172,1.68638654,0.2806,35.1865387
270,0.114943848,0.03962,1.68419604,0.2704,35.3912621
271,0.116349995,0.03958,1.59600842,0.2593,35.4646378
272,0.1099745,0.0373,1.6878583,0.2755,35.667675
273,0.115945798,0.03912,1.65245787,0.2702,35.7647705
274,0.11202537,0.03838,1.76369891,0.2976,35.9085274
275,0.107754198,0.03738,1.69339563,0.2689,36.1448822
276,0.11893118,0.0413,1.64648453,0.2725,36.1291161
277,0.110737446,0.03712,1.62756147,0.2608,36.2821426
278,0.108258819,0.03744,1.66556381,0.2653,36.42136
279,0.115955709,0.03964,1.70549132,0.2762,36.449295
280,0.110727673,0.03868,1.67737379,0.276,36.6126633
281,0.105562719,0.03694,1.68746526,0.2694,36.876049
282,0.109654717,0.03722,1.66496386,0.2663,36.985199
283,0.103384524,0.03518,1.65879723,0.2737,37.2207146
284,0.105476396,0.03654,1.6629684,0.2841,37.3468361
285,0.110255613,0.03788,1.69597154,0.2692,37.4524612
286,0.106174149,0.03692,1.70300551,0.276,37.5936432
287,0.10735427,0.03714,1.63236757,0.2719,37.7033653
288,0.104766179,0.03642,1.62826557,0.2703,37.8022537
289,0.105588958,0.0364,1.69196965,0.2663,37.9629974
290,0.105104974,0.03592,1.68592246,0.2714,38.0863724
291,0.102012194,0.03548,1.60702136,0.2497,38.2959175
292,0.107592906,0.03626,1.67499389,0.2697,38.3715553
293,0.104787253,0.0365,1.66407756,0.2693,38.4809456
294,0.0999494864,0.0349,1.72254806,0.2856,38.703022
295,0.103757569,0.0356,1.68385329,0.269,38.79422
296,0.102155088,0.03484,1.69981997,0.273,38.9280968
297,0.100801591,0.03538,1.73566822,0.2707,39.1113815
298,0.104083553,0.03608,1.67647035,0.27,39.2656898
299,0.103119588,0.03576,1.69495064,0.27,39.3304901
300,0.0977846216,0.03416,1.69788642,0.2731,39.5057907
301,0.104440976,0.0358,1.68874947,0.2747,39.5799255
302,0.0934449257,0.03226,1.70340478,0.2669,39.8888054
303,0.102936584,0.03512,1.76569819,0.2716,40.0037003
304,0.0973032633,0.03352,1.74140242,0.2826,40.1912918
305,0.096998599,0.03436,1.71728974,0.2792,40.3639832
306,0.100135846,0.0345,1.77018265,0.2867,40.4493217
307,0.10339367,0.03538,1.72910794,0.2751,40.5332108
308,0.0945491025,0.03272,1.71471575,0.2792,40.7708244
309,0.0981582246,0.03444,1.67760901,0.2655,40.9050674
310,0.100107504,0.03388,1.74580003,0.2749,40.993412
311,0.096445756,0.03318,1.77509764,0.2782,41.1847458
312,0.099972653,0.034,1.71829364,0.2657,41.311264
313,0.0963583764,0.03278,1.65919294,0.2494,41.4776688
314,0.0940160233,0.03192,1.76518698,0.2814,41.6795464
315,0.0955766194,0.0334,1.67725247,0.2632,41.8428497
316,0.0932636633,0.03218,1.73973838,0.2793,42.0261269
317,0.0987178319,0.0339,1.76127759,0.279,42.091095
318,0.0960758819,0.03242,1.72634048,0.267,42.2216949
319,0.0958932511,0.03302,1.72725245,0.2766,42.2850876
320,0.0978433661,0.03382,1.71399478,0.2792,42.355526
321,0.0912361911,0.03148,1.70347724,0.2721,42.5720367
322,0.0949126418,0.03294,1.68846999,0.2578,42.7299881
323,0.093217117,0.03274,1.75627779,0.2774,42.8906403
324,0.0928507679,0.03144,1.6756932,0.259,43.0238266
325,0.0933153691,0.03228,1.69591075,0.2554,43.1650085
326,0.0885281425,0.03034,1.68289879,0.2531,43.3994942
327,0.088833222,0.0305,1.80417855,0.2785,43.6024437
328,0.0898158662,0.02986,1.7595953,0.2714,43.782341
329,0.0924884701,0.0315,1.68347032,0.2676,43.8646545
330,0.0952747152,0.03274,1.74599172,0.2772,43.8665771
331,0.0884754746,0.03076,1.80747367,0.2844,44.0224991
332,0.0919769558,0.03116,1.74920711,0.2888,44.0679665
333,0.0922539558,0.03152,1.68579498,0.2601,44.1684837
334,0.0929849224,0.0322,1.68888414,0.2562,44.2651825
335,0.0932528465,0.03256,1.70627404,0.267,44.3515778
336,0.0845180911,0.02904,1.92027521,0.2896,44.589119
337,0.0844638646,0.02898,1.76955214,0.2795,44.8875046
338,0.0877091014,0.03034,1.69183865,0.2633,45.0386505
339,0.0902956901,0.03034,1.80617879,0.2752,45.1026993
340,0.0906140935,0.03092,1.75180805,0.2714,45.1984253
341,0.0867518018,0.02942,1.72702615,0.267,45.329895
342,0.084983234,0.02856,1.79253161,0.2661,45.4906387
343,0.0900265125,0.03094,1.83026194,0.2791,45.5487213
344,0.0886836649,0.03054,1.7644643,0.2769,45.6395531
345,0.0877937603,0.02912,1.72197446,0.2712,45.7319336
346,0.088518128,0.03052,1.7663068,0.2721,45.8380699
347,0.0884751151,0.03014,1.71175587,0.2622,45.8790169
348,0.0846385494,0.02896,1.67797123,0.2611,46.0606537
349,0.0872102786,0.02982,1.78818147,0.2693,46.1794167
350,0.0873627109,0.03074,1.75640415,0.2702,46.331131
351,0.0828729496,0.02868,1.71217233,0.2673,46.4895477
352,0.0817222446,0.02746,1.71348906,0.2538,46.7387047
353,0.0854625263,0.02996,1.79206968,0.2766,46.8377495
354,0.0860882174,0.02984,1.74151421,0.2749,46.9554558
355,0.0762532203,0.0272,1.73272731,0.2648,47.2448311
356,0.0813074329,0.02786,1.82192206,0.2772,47.4355927
357,0.0824958902,0.02826,1.76657252,0.2548,47.6185417
358,0.0828376564,0.02826,1.71985232,0.2616,47.7665329
359,0.0896025918,0.0306,1.74409031,0.269,47.7075043
360,0.0833502087,0.02862,1.69779165,0.2585,47.809021
361,0.084601367,0.02866,1.77666282,0.2719,47.9172974
362,0.0845220977,0.02992,1.74976998,0.2618,48.0296097
363,0.0789781062,0.02704,1.75728397,0.2685,48.1958733
364,0.0824955786,0.02756,1.80556978,0.2778,48.2766418
365,0.0810219118,0.02792,1.76734811,0.2813,48.4465256
366,0.079971962,0.02676,1.65199539,0.2518,48.573597
367,0.0851086776,0.0295,1.81207972,0.2784,48.6167831
368,0.0817383613,0.02812,1.75016792,0.2663,48.7027092
369,0.0827834775,0.02808,1.79464333,0.2704,48.7444992
370,0.0770720644,0.02672,1.7566229,0.2702,49.0056915
371,0.0794920745,0.02746,1.70770652,0.2623,49.1392784
372,0.0789793507,0.0278,1.71603583,0.2593,49.2934685
373,0.0766924144,0.02678,1.76001579,0.2772,49.4447212
374,0.0792114683,0.02684,1.71188301,0.2505,49.5769997
375,0.0796946809,0.02774,1.77511813,0.2684,49.7056656
376,0.078483963,0.0273,1.7010115,0.2528,49.8610764
377,0.0826299359,0.0281,1.75546621,0.2709,49.8886909
378,0.0854386776,0.02978,1.71856393,0.2556,49.8858147
379,0.0741364966,0.02544,1.7666726,0.2715,50.0649452
380,0.0742760742,0.0256,1.73920373,0.2586,50.3088608
381,0.0749315397,0.02522,1.77564234,0.2608,50.4650078
382,0.0772961746,0.02694,1.84397783,0.2798,50.5886612
383,0.0748034338,0.0255,1.74470001,0.2605,50.774437
384,0.0773925881,0.0262,1.77782142,0.2672,50.9407501
385,0.0808827089,0.0274,1.84464803,0.2827,50.9824638
386,0.0774349802,0.02696,1.71854244,0.2646,51.121109
387,0.0689594907,0.02374,1.82859923,0.2827,51.4181213
388,0.0830484872,0.02882,1.71711256,0.2641,51.3929749
389,0.0725392901,0.0248,1.83533693,0.2622,51.6108856
390,0.071790918,0.02386,1.81025239,0.2614,51.8873444
391,0.0798247613,0.02756,1.83109765,0.2767,51.8404732
392,0.0714398591,0.02432,1.78363911,0.2716,52.0898705
393,0.0815984399,0.02804,1.7718256,0.266,52.0719299
394,0.0728997205,0.02596,1.76067142,0.2608,52.3202515
395,0.0785901469,0.02682,1.79050459,0.2681,52.3520279
396,0.068971289,0.02386,1.80358102,0.265,52.6364517
397,0.0720039988,0.02398,1.84119398,0.2747,52.8077545
398,0.0821019595,0.02798,1.73204568,0.2541,52.7241402
399,0.0730278512,0.02482,1.8342864,0.2783,52.9122925
400,0.0800505187,0.0272,1.74589774,0.2595,52.8949699
401,0.0731029983,0.02542,1.77512196,0.256,53.0430832
402,0.0707545136,0.02416,1.85719358,0.2699,53.2102547
403,0.075550254,0.02646,1.74085519,0.2692,53.2851601
404,0.0767339535,0.026,1.83874069,0.2783,53.277092
405,0.0730402059,0.02442,1.77924958,0.2602,53.3795586
406,0.0686636535,0.02354,1.78355298,0.2731,53.5998306
407,0.0686061224,0.02382,1.83409223,0.2739,53.8662605
408,0.0692155043,0.02312,1.80307008,0.2675,54.0334358
409,0.0753372723,0.02588,1.80061573,0.2823,54.0884018
410,0.0716595112,0.02422,1.81442072,0.2604,54.2527504
411,0.0704414034,0.02434,1.80876334,0.2657,54.4448853
412,0.0781823158,0.02704,1.82314537,0.266,54.36866
413,0.0731987029,0.02538,1.78008002,0.2606,54.4331818
414,0.0679512794,0.02362,1.8115788,0.2621,54.6882019
415,0.0656689322,0.02244,1.78781798,0.2638,54.9084435
416,0.0702257297,0.02386,1.73885889,0.2604,55.0606613
417,0.0710470396,0.02446,1.79523539,0.2602,55.1651611
418,0.0707787932,0.02414,1.81217768,0.2574,55.2923164
419,0.0684102796,0.0239,1.80223643,0.2625,55.493351
420,0.0688243516,0.02392,1.81337599,0.2613,55.6685371
421,0.0701335286,0.02488,1.82665861,0.2685,55.7881699
422,0.0714403295,0.02494,1.81275708,0.2669,55.9207993
423,0.0696055578,0.02418,1.86672296,0.2809,56.0266113
424,0.0661344123,0.02258,1.79900397,0.2684,56.1881104
425,0.0690474414,0.02326,1.76965198,0.2704,56.3057098
426,0.067971305,0.02314,1.78189594,0.2619,56.4402809
427,0.0684108193,0.02306,1.82236059,0.2767,56.4653702
428,0.0694019799,0.02328,1.72177324,0.2575,56.5406876
429,0.0615916789,0.02112,1.80176949,0.2576,56.9323006
430,0.0690793445,0.02416,1.82292407,0.2659,57.0523834
431,0.0758217112,0.02542,1.86872738,0.2613,56.9518089
432,0.0692908255,0.02376,1.8584419,0.273,57.0611038
433,0.0664907981,0.02278,1.81139965,0.27,57.2341766
434,0.0680130088,0.02298,1.82993012,0.2615,57.313221
435,0.0633896604,0.02192,1.77888812,0.256,57.596962
436,0.0693606218,0.02362,1.81900367,0.2721,57.6290894
437,0.0672633069,0.02324,1.84434857,0.2655,57.8417282
438,0.0725759897,0.0256,1.89604915,0.2842,57.8312531
439,0.0683591243,0.023,1.93367565,0.2711,57.8493881
440,0.0706815879,0.02424,1.80072801,0.2632,57.8620148
441,0.0674660093,0.02224,1.75494547,0.2516,57.9313812
442,0.0640385309,0.02214,1.81631608,0.2688,58.1095963
443,0.0623648729,0.02144,1.88697607,0.2746,58.3598022
444,0.06485704,0.02258,1.78669965,0.2564,58.5758667
445,0.064643034,0.02176,1.78382493,0.2617,58.7665634
446,0.0637524584,0.02176,1.82873054,0.2681,59.0149269
447,0.0654545207,0.0219,1.87950467,0.2749,59.1416168
448,0.0678963576,0.02256,1.85045005,0.2687,59.2141914
449,0.0656875918,0.02274,1.9212904,0.2737,59.2928505
450,0.06360487,0.02228,1.77030675,0.2569,59.5057297
451,0.0639632403,0.02194,1.81403468,0.2574,59.64851
452,0.0663035524,0.02276,1.832609,0.2611,59.8014526
453,0.0641025104,0.02218,1.80776502,0.2763,59.9796143
454,0.066542588,0.02322,1.84597536,0.2648,60.0437393
455,0.0635756428,0.02234,1.84468526,0.2671,60.1400108
456,0.0627739409,0.02134,1.73697933,0.2529,60.3211365
457,0.0639604014,0.02204,1.75595728,0.2601,60.4250183
458,0.0639379207,0.02222,1.90304417,0.2749,60.546505
459,0.0630045397,0.02132,1.91177623,0.2731,60.7099495
460,0.0647696149,0.02132,1.78202867,0.2569,60.760376
461,0.0627790477,0.021,1.90197972,0.272,60.8735657
462,0.0636068436,0.02204,1.78297518,0.2566,61.0947952
