Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm,Exact Path Norm
100,1.51381112,0.46282,1.08789936,0.3388,40.5868607,67.2257413
101,1.51390255,0.46546,1.07512842,0.3444,41.175499,57.2001174
102,1.51321466,0.46554,1.07195739,0.3383,41.5743561,31.4870515
103,1.51003559,0.46234,1.06171432,0.3398,41.5846863,108.633446
104,1.50599509,0.45926,1.05276247,0.3316,41.5809708,56.1959716
105,1.50614937,0.46132,1.05919863,0.3368,41.6189957,33.7006162
106,1.50244545,0.45932,1.06640328,0.3353,42.5710068,72.5472567
107,1.50331603,0.45834,1.05741377,0.3307,42.1939888,105.356491
108,1.49988445,0.45792,1.07031882,0.3391,42.745079,63.3299825
109,1.49860377,0.45816,1.06148135,0.334,42.909317,85.7006475
110,1.50043873,0.45798,1.05177801,0.3333,42.5914764,90.5677756
111,1.49515778,0.45862,1.04847922,0.3355,43.4234848,37.3245689
112,1.49522802,0.45608,1.05276453,0.3323,43.642231,75.9756813
113,1.49301435,0.45324,1.05246264,0.3305,44.0826416,84.6000284
114,1.49325277,0.45426,1.03864239,0.3268,43.6491928,88.1377586
115,1.49429788,0.45418,1.04483537,0.33,44.6435928,115.564047
116,1.49145774,0.45424,1.04672762,0.3309,44.307518,109.33377
117,1.48898735,0.45528,1.04386468,0.3292,44.8517532,91.0162429
118,1.48960245,0.45292,1.0492176,0.3296,43.6501389,91.0628515
119,1.48515925,0.45164,1.04204008,0.3272,44.7975731,121.642746
120,1.48390498,0.45154,1.04571735,0.3263,45.473259,53.7800051
121,1.48542341,0.45044,1.04547767,0.3274,45.1381035,80.5441548
122,1.48497797,0.45278,1.04468004,0.3282,45.0348969,81.3168737
123,1.48104238,0.44966,1.03295219,0.3286,45.8784103,67.4455928
124,1.48057893,0.45026,1.03368662,0.3254,45.5388489,101.292228
125,1.47956211,0.44984,1.01805375,0.3224,46.9288254,102.568351
126,1.47822433,0.44796,1.04095572,0.3275,46.68256,86.1180743
127,1.47864544,0.44686,1.02890713,0.3282,45.9603539,113.815618
128,1.4763411,0.44634,1.03329264,0.3216,46.9511223,70.6297075
129,1.47478561,0.44648,1.03059401,0.326,46.14011,59.3381754
130,1.47404357,0.44638,1.02148388,0.3186,47.7127953,111.189928
131,1.4710998,0.4458,1.01446682,0.3229,46.336937,87.1716881
132,1.47109233,0.44508,1.01983293,0.3203,47.436058,100.535847
133,1.46663664,0.44306,1.01498173,0.3171,48.0505753,81.9248068
134,1.47172493,0.44416,1.01987734,0.3165,47.596199,73.0556452
135,1.47118126,0.4455,1.01671017,0.3157,46.6014595,57.113594
136,1.46949555,0.44434,1.02134911,0.3184,47.6500244,60.832352
137,1.46710001,0.44206,1.03642812,0.3247,47.8652954,74.9567351
138,1.46385759,0.4421,1.01164428,0.3155,48.6804352,82.5196132
139,1.46439352,0.44018,0.999451925,0.3143,48.8481903,48.9712418
140,1.46205977,0.4414,1.00266508,0.3125,49.129837,42.0277114
141,1.46282523,0.44154,1.01565701,0.3165,49.2801208,113.402846
142,1.46000675,0.43982,1.01417863,0.3125,48.7310562,52.1559038
143,1.4626813,0.44054,1.01193917,0.3122,49.6052628,51.5371775
144,1.45930054,0.43874,1.00228256,0.3094,49.1705627,121.85214
145,1.45526862,0.4378,0.997220771,0.309,49.945694,33.6091676
146,1.45810238,0.43786,1.00856366,0.3134,49.7562332,69.4909513
147,1.45520993,0.43552,1.02290923,0.3168,50.8881989,117.876025
148,1.45601362,0.43872,0.985286155,0.3112,51.5902863,113.706977
149,1.45312041,0.4355,1.00373856,0.314,51.1967316,20.6963205
150,1.45410178,0.4382,0.998747178,0.3094,51.5333099,103.758374
151,1.45089416,0.4349,0.999391592,0.3123,52.0372162,62.6171616
152,1.45013942,0.4346,0.989093718,0.3099,51.459343,3.82274945
153,1.44870365,0.43608,0.998359666,0.3076,51.6579437,31.131423
154,1.44679498,0.43374,1.00620978,0.3053,52.4658127,114.009114
155,1.44717384,0.43376,0.992616264,0.3074,53.0776749,146.025831
156,1.44953247,0.43492,0.986535184,0.3116,52.6250839,71.8706446
157,1.44965522,0.43518,0.993206501,0.308,52.1581383,99.598359
158,1.44335417,0.43174,0.996388747,0.3104,52.7883759,157.284695
159,1.44378396,0.43228,0.995308691,0.3089,52.9762421,80.4994528
160,1.44278669,0.4329,0.988337106,0.3071,53.8932419,118.825119
161,1.44466212,0.4316,1.01560908,0.3164,53.7242966,116.547134
162,1.44240317,0.43072,0.998393937,0.309,54.0045815,91.6399041
163,1.43834866,0.42976,0.980542127,0.3049,54.6119003,94.6283686
164,1.43733289,0.42922,0.969737931,0.3066,54.3014755,78.8233266
165,1.44091452,0.43156,0.979398695,0.304,53.3712158,84.9054013
166,1.43902999,0.42894,0.971643526,0.2977,55.1627655,46.8454072
167,1.43492625,0.42774,0.989765019,0.3047,55.2646942,110.951622
168,1.43767017,0.42856,0.987616045,0.3064,55.8615685,94.5927256
169,1.43772476,0.42746,0.978634652,0.2986,55.3409729,80.3911588
170,1.43378111,0.4288,0.972465211,0.299,56.0284233,96.7358357
171,1.4340927,0.4271,0.987725824,0.3034,55.750206,95.6900969
172,1.43470735,0.42794,0.984381346,0.3053,56.1977577,73.2170097
173,1.43185709,0.4267,0.981174179,0.3017,56.2994614,103.220184
174,1.430714,0.42756,0.977500618,0.3045,56.8802528,50.9664069
175,1.42639405,0.42404,0.963700811,0.2959,56.9404907,80.1991784
176,1.43095938,0.42572,0.971362184,0.3029,58.2176819,66.3479097
177,1.42727907,0.4261,0.969805163,0.2985,58.9873924,97.0679605
178,1.42826822,0.42466,0.959489857,0.2976,57.9965668,101.963285
179,1.42800265,0.425,0.976335103,0.2955,58.312561,89.6156704
180,1.4284716,0.42548,0.964542837,0.3019,58.3146782,79.0887855
181,1.42753489,0.42496,0.971662943,0.299,58.598423,74.2535811
182,1.42498333,0.42408,0.969081966,0.2982,58.8021469,77.142254
183,1.4264754,0.42382,0.966053153,0.2963,60.0070229,81.1714808
184,1.42196515,0.42274,0.95742083,0.2995,60.1634674,109.300967
185,1.42428375,0.42216,0.956809474,0.2957,59.6459007,59.2933522
186,1.42517283,0.4214,0.958277503,0.2955,60.1383972,85.7713216
187,1.42326888,0.42392,0.960652297,0.2937,60.1781845,84.4597769
188,1.42068479,0.42316,0.967819626,0.2996,61.0176163,97.7704015
189,1.42162621,0.42176,0.954745036,0.2965,60.2903519,59.6852287
190,1.41850149,0.42082,0.955860322,0.294,61.3792152,106.021243
191,1.41675172,0.4189,0.958744988,0.2938,62.0689964,101.521599
192,1.41722354,0.41864,0.94598079,0.2907,61.9637604,94.7176373
193,1.41843531,0.42046,0.958755249,0.292,62.2712326,134.833692
194,1.41676463,0.4213,0.961915356,0.2964,62.4457321,115.85368
195,1.41696334,0.41888,0.951719217,0.2924,63.5344276,83.2197452
196,1.4166464,0.4206,0.956740884,0.2918,64.7634888,121.221574
197,1.41081744,0.41626,0.949656303,0.2933,63.6860199,116.764116
198,1.41520013,0.41672,0.949633043,0.2889,63.9155045,104.692094
199,1.41398602,0.4181,0.954172359,0.2913,64.0753937,98.5255192
200,1.40955049,0.4153,0.952309425,0.29,64.6347046,123.72396
201,1.41014817,0.41732,0.94844343,0.2914,64.3626556,80.8042007
202,1.41538487,0.42008,0.960200526,0.295,65.3818054,95.0427513
203,1.40949596,0.41716,0.968655269,0.2952,65.3190002,102.910574
204,1.4121367,0.41858,0.960733148,0.295,65.7041702,133.285951
205,1.4083252,0.41572,0.944738801,0.2907,66.7264252,114.086825
206,1.40909412,0.41684,0.950124538,0.2948,65.612915,92.5086329
207,1.40788838,0.41564,0.938625782,0.2893,66.7500763,132.248639
208,1.41037286,0.41908,0.943210558,0.2887,67.003212,115.994445
209,1.41275943,0.41856,0.942217209,0.2873,66.4739075,48.5206342
210,1.40702947,0.41568,0.955386417,0.2954,66.6900787,132.143213
211,1.40603932,0.41374,0.944884546,0.2916,67.7435989,112.295146
212,1.40365161,0.41542,0.941841763,0.285,66.9599686,128.226325
213,1.40757555,0.41674,0.947531525,0.2863,67.0701141,138.400695
214,1.40331855,0.41592,0.933326806,0.2874,69.5302505,137.374845
215,1.40288038,0.41456,0.939915298,0.2852,68.1306915,146.533264
216,1.40383476,0.41362,0.930308461,0.2862,68.5500488,121.299439
217,1.40015134,0.41298,0.935613682,0.2845,68.0246887,77.7754399
218,1.39985696,0.41314,0.934860796,0.2847,68.6733627,113.223194
219,1.40000396,0.41248,0.942960191,0.2864,69.6889954,93.4064427
220,1.40221857,0.41452,0.935339667,0.2867,70.4729004,120.981627
221,1.4023882,0.41342,0.935895275,0.2887,69.9229584,113.42321
222,1.39850698,0.41114,0.923553651,0.2838,70.9111481,94.3540177
223,1.3960412,0.41,0.937382426,0.286,72.0204544,118.403651
224,1.40039371,0.4136,0.932682413,0.2845,71.1489868,92.1070153
225,1.39476672,0.40964,0.961294529,0.2883,72.3439026,67.3207174
226,1.39534804,0.409,0.926717831,0.2832,71.7353058,150.874785
227,1.39351091,0.409,0.928666201,0.2849,73.2655487,105.283653
228,1.39600651,0.41248,0.938407183,0.2859,74.0065994,107.031002
229,1.39641034,0.41182,0.934613823,0.2891,73.7536163,90.2068052
230,1.39424348,0.41082,0.9378089,0.2873,74.1071091,107.415865
231,1.39551736,0.41096,0.929662266,0.2785,75.0577164,100.153176
232,1.39441562,0.41104,0.92937124,0.2819,74.838974,89.7981298
233,1.39449527,0.40818,0.94175441,0.2844,76.27742,118.037658
234,1.39134705,0.41048,0.932954627,0.284,75.6100388,110.715918
235,1.39535586,0.40876,0.929517319,0.2831,75.0832596,107.265513
236,1.39156884,0.40784,0.935140491,0.2835,78.1917038,132.328924
237,1.391548,0.4096,0.922495496,0.2775,77.396759,140.560583
238,1.38706927,0.40688,0.923789482,0.281,79.344574,131.063661
239,1.38927844,0.40722,0.924056064,0.2845,78.5089569,116.952595
240,1.38765458,0.40796,0.920572764,0.2783,77.9855652,99.8661853
241,1.38918263,0.40744,0.921484677,0.2792,77.9447556,126.339995
242,1.38698869,0.4064,0.926909443,0.2795,78.4502716,128.033496
243,1.38700958,0.40652,0.921925335,0.277,78.5839844,73.6544559
244,1.38634076,0.4082,0.924522654,0.2798,79.4575653,108.738541
245,1.38863831,0.40766,0.925425071,0.2793,78.4627533,110.758219
246,1.38646721,0.40724,0.93358816,0.2825,79.7185974,100.768712
247,1.38302827,0.40528,0.92205944,0.2822,79.7639923,132.747652
248,1.38601668,0.40778,0.929731876,0.2788,80.6976166,113.649424
249,1.38454951,0.40562,0.911868418,0.2775,81.7317734,145.193627
250,1.38388836,0.40536,0.924703853,0.282,79.9210358,66.2110939
251,1.38474097,0.40682,0.917988123,0.2799,81.4105835,103.287029
252,1.38319522,0.4054,0.935780419,0.2817,82.2243195,116.699063
253,1.38327378,0.40468,0.9270349,0.2813,82.2130203,142.832681
254,1.38313465,0.40616,0.925026672,0.2788,81.5783081,81.8964229
255,1.37731182,0.40108,0.908203414,0.2758,83.3100281,128.324588
256,1.38284587,0.40478,0.921507952,0.2802,82.1733856,109.000061
257,1.38096507,0.40504,0.913327125,0.277,83.2923813,90.0696514
258,1.38166104,0.40464,0.916006062,0.2773,83.9573669,125.936496
259,1.37753069,0.40342,0.905922895,0.2754,85.2922897,95.3258087
260,1.38240881,0.405,0.922484954,0.2809,85.1083069,147.974178
261,1.37997598,0.40474,0.917532498,0.2744,87.3744431,78.4815326
262,1.37757706,0.40308,0.927238621,0.2814,85.7092056,86.2203966
263,1.3771482,0.404,0.913905488,0.2757,86.5322571,96.7875453
264,1.37440281,0.40128,0.927672781,0.2773,87.2963638,95.6065191
265,1.3752152,0.40076,0.909629273,0.2745,87.5943298,47.629633
266,1.37562216,0.40238,0.909934357,0.2744,88.4631653,111.599597
267,1.37858254,0.40286,0.925362457,0.2779,89.0057907,157.844823
268,1.37724707,0.402,0.921501332,0.2775,88.9597244,120.881112
269,1.37497927,0.40164,0.921257551,0.2751,89.7197113,117.73263
270,1.37692521,0.40202,0.916494337,0.2763,89.0142059,94.9964638
271,1.37043407,0.3988,0.918739674,0.274,88.3303223,91.4842865
272,1.37310517,0.40194,0.919805667,0.274,89.571907,103.787644
273,1.37258096,0.40024,0.909142066,0.275,91.1570587,113.119128
274,1.37743051,0.40092,0.908755097,0.2791,89.7715073,129.291479
275,1.36867869,0.39912,0.913318712,0.2787,89.7440033,100.982214
276,1.36996534,0.39944,0.921647762,0.2756,92.3305054,77.8657988
277,1.37392446,0.4024,0.908317305,0.2734,92.5152435,124.837716
278,1.37067167,0.39946,0.915219152,0.2744,92.9590912,96.3033991
279,1.37064449,0.39782,0.913541399,0.2719,92.8179855,92.2830732
280,1.36663808,0.39902,0.910340852,0.2752,92.7382965,149.127125
281,1.36894302,0.39998,0.909724393,0.2716,92.2447586,181.939995
282,1.36688485,0.39844,0.911674213,0.278,93.131134,98.0635438
283,1.36637719,0.39844,0.909524536,0.2746,93.6042023,175.923059
284,1.36853316,0.39802,0.901532937,0.2731,93.7669678,100.615908
285,1.36633127,0.39826,0.904193861,0.2716,96.3419724,182.449869
286,1.36703005,0.3998,0.91152162,0.2723,96.3944778,174.577693
287,1.36351945,0.3969,0.904290775,0.2741,96.3701096,120.589672
288,1.36604294,0.39816,0.910196356,0.2751,97.6792908,119.997194
289,1.36249052,0.3966,0.900918136,0.2738,96.6303635,95.0525345
290,1.3647984,0.39664,0.890440105,0.2711,97.2347412,106.033576
291,1.36414986,0.39836,0.898413072,0.2728,96.2855453,111.563339
292,1.36311984,0.3989,0.910493152,0.2712,97.4934692,112.516114
293,1.36110392,0.39556,0.905051826,0.276,97.2494431,160.247297
294,1.36334885,0.3946,0.903307401,0.2746,98.3870239,112.597573
295,1.36198651,0.3941,0.904686645,0.2747,100.707581,158.000984
296,1.36489506,0.39602,0.906781718,0.2749,101.515869,184.575275
297,1.36235506,0.39582,0.900380054,0.2735,101.416275,115.423802
298,1.35980825,0.39552,0.909314162,0.2726,100.119751,167.359374
299,1.35942279,0.39664,0.891349012,0.2695,101.309052,70.8412021
300,1.36598155,0.39792,0.887375911,0.2715,100.853554,102.027736
301,1.35790079,0.39446,0.902869279,0.2728,101.774124,113.872917
302,1.36140455,0.39492,0.908157513,0.2714,102.018013,86.0858285
303,1.35740464,0.39328,0.902935354,0.2683,101.884216,83.9285547
304,1.3611462,0.39376,0.905638939,0.2742,100.779617,91.7454087
305,1.36037286,0.39566,0.900538175,0.2712,106.101387,138.035314
306,1.36030242,0.39742,0.906063621,0.2703,104.389854,109.289868
307,1.35871891,0.39458,0.90466953,0.2664,103.708923,145.730203
308,1.35741195,0.39676,0.898782445,0.2726,106.298248,74.288269
309,1.35909969,0.39442,0.899565612,0.2689,103.631271,137.001596
310,1.35853822,0.39574,0.88735105,0.2688,105.536697,133.898103
311,1.35483783,0.39376,0.89975122,0.2688,106.251312,112.478152
312,1.35557214,0.39324,0.893554093,0.2671,106.095352,104.220907
313,1.35727553,0.39482,0.891204277,0.2684,105.04879,144.927228
314,1.35503598,0.3936,0.887075877,0.2686,106.596832,115.851593
315,1.35541301,0.3945,0.895154589,0.2703,107.115128,150.807209
316,1.35642767,0.39328,0.904571375,0.2699,107.439369,133.011521
317,1.35562541,0.39318,0.886504531,0.2671,108.221466,114.740306
318,1.35245966,0.39468,0.891604032,0.2688,109.822456,113.591348
319,1.35553933,0.3935,0.890250435,0.2693,108.839401,113.577463
320,1.35380877,0.39336,0.895337713,0.2664,109.853035,136.338841
321,1.35443727,0.39208,0.903879394,0.2683,109.904007,138.956857
322,1.35423775,0.3929,0.889905148,0.262,108.695221,120.752503
323,1.35375978,0.39376,0.908567789,0.273,111.209908,120.287635
324,1.3494297,0.39204,0.889081256,0.2695,110.581589,93.1433183
325,1.35242574,0.39318,0.893028793,0.2654,110.952789,121.855332
326,1.35338055,0.39222,0.878481352,0.2644,111.118469,153.8312
327,1.35104971,0.39282,0.902353345,0.2709,112.25238,103.699397
328,1.34911862,0.39172,0.88374612,0.2669,112.732094,150.906606
329,1.3487662,0.39158,0.886587247,0.2654,112.354515,134.418726
330,1.34899385,0.3921,0.875801371,0.2655,113.103897,76.5591355
331,1.34873734,0.39278,0.898006258,0.2693,114.047073,143.703827
332,1.34610247,0.39142,0.895967689,0.2728,114.837883,119.068831
333,1.3486484,0.3893,0.880350919,0.2684,114.427452,108.333674
334,1.34789422,0.39138,0.890287982,0.2697,115.450974,125.4694
335,1.34966431,0.3927,0.895625206,0.2669,115.222794,140.273865
336,1.34389201,0.38958,0.88672888,0.264,116.108109,153.76733
337,1.34541087,0.388,0.893094001,0.2684,115.767822,128.425542
338,1.34345792,0.38974,0.886271418,0.2642,117.877365,153.071674
339,1.34778309,0.39062,0.890008709,0.2629,119.486626,110.357019
340,1.34551842,0.38684,0.891585905,0.2693,117.828583,129.930188
341,1.34635295,0.39102,0.889798758,0.2691,118.756195,134.399656
342,1.34912084,0.39192,0.879560487,0.2644,117.421463,126.361182
343,1.34596481,0.38894,0.898028882,0.2656,118.069099,120.58236
344,1.3444159,0.39086,0.88702621,0.2637,118.939293,134.278307
345,1.34307367,0.38532,0.882326517,0.2687,118.624619,124.50542
346,1.34559227,0.38928,0.902271882,0.2685,118.938416,124.315392
347,1.34068626,0.39026,0.887708042,0.2646,121.257095,191.297208
348,1.34129606,0.3885,0.889712006,0.265,122.626404,135.802157
349,1.3441084,0.3871,0.8907363,0.2635,122.74086,120.568959
350,1.34491098,0.39124,0.878692439,0.2628,123.01107,121.270335
351,1.34381036,0.38898,0.885945223,0.2624,124.34021,135.926961
352,1.34456389,0.38994,0.871220328,0.2599,123.848869,123.34024
353,1.34187646,0.38838,0.886785136,0.2639,125.627953,155.839236
354,1.34315917,0.38894,0.871468498,0.2634,123.533401,136.16932
355,1.34018322,0.3861,0.908140556,0.2731,124.001213,107.667526
356,1.33980983,0.3874,0.884017716,0.2658,127.246994,144.002242
357,1.33770257,0.38572,0.87968455,0.2639,125.862961,146.180116
358,1.34074623,0.3885,0.901397805,0.2656,127.578911,118.96197
359,1.34043992,0.38788,0.881607595,0.2603,126.902985,170.756966
360,1.33894114,0.38724,0.881754299,0.2675,126.292595,135.521595
361,1.33570116,0.3872,0.868830108,0.2652,128.766724,114.155541
362,1.3375074,0.38716,0.889862689,0.2699,129.315613,103.116509
363,1.33765852,0.3849,0.886747771,0.2645,129.192474,165.45129
364,1.34085444,0.38954,0.872585613,0.2689,128.412079,121.629373
365,1.33556099,0.38658,0.884602591,0.2643,127.934799,90.721947
366,1.33479263,0.38612,0.886278301,0.2635,128.982361,165.481833
367,1.33871085,0.38444,0.876782582,0.2606,130.6371,139.990283
368,1.3409392,0.38722,0.882573593,0.262,131.563873,72.4211856
369,1.33449205,0.38538,0.874439251,0.259,131.309677,122.41694
370,1.3366432,0.38528,0.880232118,0.2618,131.465103,97.81623
371,1.33484325,0.38464,0.878809916,0.2638,130.484909,142.269215
372,1.33933481,0.38728,0.867496911,0.2628,130.939026,140.214338
373,1.3364636,0.38696,0.878850484,0.2661,132.569824,106.136389
374,1.33512705,0.38582,0.880670403,0.2679,132.093781,195.472373
375,1.33623693,0.38676,0.879932557,0.2645,133.630417,105.925653
376,1.3359689,0.38622,0.875987412,0.2614,133.810822,131.34925
377,1.33419025,0.38296,0.886923007,0.2645,135.416718,131.860384
378,1.33596635,0.3857,0.882843392,0.259,135.925812,169.808774
379,1.33598953,0.38602,0.875583563,0.262,136.836823,117.808499
380,1.33259242,0.38468,0.868287036,0.2602,136.587433,169.602074
381,1.33424417,0.3847,0.86915521,0.2567,136.007782,86.4136462
382,1.33166441,0.38434,0.880679739,0.2625,138.498642,103.679042
383,1.33443937,0.38742,0.872426723,0.2588,138.920898,188.868035
384,1.33442387,0.38474,0.87090482,0.2614,138.078308,91.829921
385,1.33523361,0.38656,0.884367909,0.2683,138.215927,170.634014
386,1.32981941,0.3847,0.869372236,0.2618,137.845337,112.804502
387,1.32950783,0.38266,0.874001863,0.2602,139.587952,175.929904
388,1.33459258,0.3856,0.874361741,0.2582,140.454178,148.012083
389,1.3314251,0.3817,0.872549767,0.2581,140.868484,154.262053
390,1.33074955,0.38352,0.885611579,0.2639,140.593826,126.206725
391,1.33414953,0.38712,0.871512623,0.2627,141.050674,109.994894
392,1.3319845,0.38248,0.877502463,0.2627,140.694946,163.037145
393,1.33131625,0.3816,0.871186501,0.261,143.182373,140.922894
394,1.3261074,0.38364,0.87417367,0.2597,145.374313,129.780405
395,1.33112138,0.38534,0.876761526,0.2578,145.147995,95.1931049
396,1.32810624,0.38068,0.880256681,0.2632,145.34906,121.50981
397,1.32925411,0.38524,0.858358412,0.2566,143.319153,152.606798
