Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm
35,1.15257883,0.31138,0.733165869,0.2022,1.33586478
36,1.14711152,0.31166,0.70355724,0.198,1.35535884
37,1.13711799,0.30816,0.677204962,0.1927,1.37866235
38,1.13098701,0.30494,0.695419718,0.1932,1.39844739
39,1.12963013,0.30592,0.688986556,0.1929,1.41586924
40,1.11759674,0.30202,0.714522268,0.1935,1.43476474
41,1.11174658,0.30076,0.678359123,0.19,1.46836638
42,1.10345639,0.29864,0.718693074,0.1949,1.49352264
43,1.09649168,0.29772,0.72866365,0.2037,1.51538086
44,1.09049896,0.29472,0.712329696,0.198,1.54791498
45,1.0821554,0.29272,0.713712785,0.1896,1.57904458
46,1.07600955,0.29186,0.675204979,0.19,1.61590815
47,1.0686379,0.29088,0.743422872,0.2102,1.63940275
48,1.06043631,0.28686,0.692260549,0.1999,1.68518233
49,1.05795416,0.28858,0.735480665,0.1906,1.70835817
50,1.04916353,0.28674,0.683290197,0.1892,1.75076461
51,1.04133489,0.28334,0.725358054,0.2024,1.78908062
52,1.03332596,0.28214,0.7084306,0.193,1.83439124
53,1.02366342,0.27936,0.690544542,0.1942,1.88778341
54,1.01891476,0.27986,0.709865694,0.205,1.92935264
55,1.01359307,0.27754,0.716348657,0.1975,1.96337759
56,1.00673843,0.27776,0.733869991,0.2009,2.00993776
57,0.998040189,0.27344,0.704443169,0.1964,2.06818247
58,0.993667946,0.27368,0.741844847,0.2043,2.11441469
59,0.983375811,0.27276,0.733765806,0.2028,2.16699982
60,0.979388211,0.26934,0.683866034,0.1943,2.22823143
61,0.973778585,0.27024,0.711355802,0.2012,2.2701993
62,0.966261371,0.26872,0.745715058,0.2027,2.32226896
63,0.956721156,0.26526,0.7319558,0.2014,2.39599323
64,0.946965542,0.26514,0.757781405,0.2054,2.45905232
65,0.947412492,0.26522,0.708131264,0.201,2.52170229
66,0.939271911,0.26392,0.741719206,0.2055,2.58075142
67,0.930390438,0.26008,0.763466923,0.2084,2.65091419
68,0.922769384,0.26004,0.76431937,0.2097,2.71752501
69,0.915231988,0.26026,0.731858431,0.203,2.79371023
70,0.904010873,0.2571,0.768489421,0.2094,2.87697649
71,0.909560334,0.25852,0.758784296,0.2108,2.93987465
72,0.897548569,0.25468,0.761512592,0.2118,3.02544451
73,0.889271831,0.2532,0.779417081,0.2161,3.1098454
74,0.883345173,0.25126,0.751486996,0.212,3.18478346
75,0.878750226,0.25076,0.778631237,0.2175,3.27623081
76,0.871349475,0.24858,0.780014661,0.2152,3.37921286
77,0.863043389,0.2496,0.824198954,0.2304,3.45658541
78,0.859633156,0.2469,0.824484747,0.2258,3.55181599
79,0.849062495,0.24572,0.79785852,0.2199,3.65299416
80,0.844722118,0.2435,0.789298957,0.2176,3.74144697
81,0.834234337,0.24248,0.822586644,0.2342,3.84528685
82,0.833400839,0.24314,0.796777471,0.2222,3.94097376
83,0.82464025,0.24066,0.812094564,0.2251,4.04589891
84,0.820254894,0.24154,0.852661178,0.2388,4.14019394
85,0.813606389,0.2392,0.820867005,0.2278,4.24991512
86,0.806456675,0.23696,0.843779899,0.2381,4.36839819
87,0.799422683,0.23548,0.79812764,0.2214,4.48959732
88,0.79054492,0.23332,0.871444293,0.2456,4.59722567
89,0.789722326,0.23416,0.849904616,0.2419,4.6821928
90,0.781416663,0.233,0.816067012,0.2278,4.83017921
91,0.773587648,0.23098,0.852355724,0.2414,4.95549726
92,0.763231185,0.22706,0.848192859,0.2351,5.09576607
93,0.764285896,0.22848,0.815971673,0.2263,5.21077538
94,0.754416412,0.22484,0.859487153,0.243,5.34494019
95,0.748756311,0.22542,0.83601282,0.238,5.46724701
96,0.746108551,0.22448,0.905250923,0.2536,5.6050148
97,0.73746228,0.22312,0.901287158,0.2494,5.74536324
98,0.737712234,0.22188,0.855620612,0.2445,5.86390305
99,0.721995887,0.21994,0.850935652,0.2364,6.03440189
100,0.717670336,0.2173,0.909660376,0.2535,6.17453575
101,0.714471653,0.21662,0.91509601,0.2508,6.33570194
102,0.70716274,0.21424,0.877883625,0.2441,6.49993896
103,0.709143123,0.2167,0.905563983,0.253,6.64132118
104,0.69632402,0.21328,0.948288929,0.2693,6.80534935
105,0.688918657,0.21164,0.91781905,0.2542,6.97827005
106,0.686479922,0.21156,0.896999031,0.248,7.13085461
107,0.676053453,0.2082,0.929993351,0.2527,7.30931759
108,0.675763716,0.20742,0.978418928,0.2692,7.46569633
109,0.667565073,0.20722,0.936213847,0.2615,7.65704107
110,0.668265794,0.20666,0.919530456,0.2537,7.79255962
111,0.660788148,0.20416,0.927186275,0.256,7.97425127
112,0.653118251,0.20494,0.915982376,0.2512,8.19412327
113,0.647549265,0.20148,0.934520674,0.261,8.32700729
114,0.644865831,0.20082,0.974843793,0.2787,8.50591564
115,0.635674116,0.19946,0.956632949,0.2583,8.71268654
116,0.636270279,0.19964,0.933550981,0.2495,8.90518379
117,0.628068405,0.1962,0.986481072,0.2718,9.11289978
118,0.62369919,0.19482,0.95478304,0.2608,9.29929638
119,0.614710112,0.19502,0.98499306,0.2725,9.48418808
120,0.621146389,0.19718,0.991524562,0.2782,9.65218639
121,0.60608653,0.19326,0.936830242,0.2573,9.85338879
122,0.595845045,0.19114,0.969421924,0.2574,10.1056194
123,0.600634157,0.1912,1.03434604,0.2792,10.2810078
124,0.596788352,0.18996,0.987376709,0.2687,10.4392595
125,0.585229192,0.18702,0.940203372,0.2533,10.6393909
126,0.589304332,0.18632,1.01817232,0.2678,10.8437614
127,0.583989603,0.18808,1.03129308,0.285,11.0388851
128,0.574486531,0.1835,0.980472056,0.2596,11.265646
129,0.569825876,0.18302,1.0577561,0.2788,11.4891138
130,0.561371533,0.18118,0.985171669,0.2639,11.7083464
131,0.561939493,0.1803,0.997994419,0.2726,11.9218426
132,0.558236814,0.17934,0.998838238,0.2645,12.1174002
133,0.551174219,0.17752,1.04579183,0.2761,12.3398104
134,0.552182868,0.17802,1.03579207,0.2757,12.5143557
135,0.552989837,0.1775,1.03933717,0.2815,12.686758
136,0.536289413,0.17308,1.01399059,0.2723,12.9527102
137,0.53196051,0.17316,1.05060049,0.282,13.2305355
138,0.530824766,0.17322,1.06099836,0.2762,13.4365768
139,0.524053238,0.17094,1.0511613,0.273,13.6934586
140,0.525661925,0.17044,1.04759322,0.2787,13.9143295
141,0.520308767,0.16976,1.06420798,0.2813,14.152317
142,0.52077246,0.17062,1.10490485,0.2836,14.3867655
143,0.514434074,0.17008,1.1514158,0.309,14.5858192
144,0.512652782,0.16902,1.06297493,0.2757,14.8031216
145,0.505198923,0.16556,1.0990628,0.2908,15.058919
146,0.503881692,0.16472,1.13532571,0.2955,15.2958632
147,0.492076058,0.16214,1.0837223,0.2879,15.5625734
148,0.498568658,0.16422,1.08803562,0.2865,15.7721634
149,0.484323044,0.16024,1.1019727,0.2881,16.0581589
150,0.479250391,0.15894,1.12964653,0.2883,16.3363056
151,0.486731751,0.16142,1.1652488,0.3016,16.5464802
152,0.479595912,0.15728,1.14578726,0.2895,16.7765694
153,0.474945827,0.15552,1.15179877,0.3028,17.0242958
154,0.476664725,0.15756,1.08864365,0.282,17.2448807
155,0.470960718,0.15814,1.14424897,0.2899,17.4959202
156,0.46236857,0.15462,1.1817025,0.3009,17.7834625
157,0.46081314,0.15482,1.14142259,0.2828,18.061573
158,0.455662362,0.15266,1.11568249,0.2866,18.307209
159,0.457296346,0.1533,1.12586882,0.2802,18.5542717
160,0.449451981,0.14986,1.11352427,0.2821,18.8212948
161,0.442346743,0.14638,1.1009672,0.2681,19.0980701
162,0.44529204,0.14904,1.13100273,0.2831,19.3543472
163,0.438745879,0.14512,1.09381854,0.2724,19.6573219
164,0.439004641,0.14586,1.25551824,0.3113,19.9040318
165,0.434373481,0.14544,1.19501454,0.3023,20.1328392
166,0.437581475,0.14746,1.215398,0.305,20.326582
167,0.427271719,0.14284,1.15252317,0.2787,20.6358795
168,0.425314322,0.14154,1.10115754,0.2704,20.8896809
169,0.423129192,0.14084,1.19854534,0.2964,21.1742973
170,0.424013652,0.14394,1.22144524,0.2928,21.4253979
171,0.416013691,0.13988,1.16736058,0.2888,21.6839333
172,0.416446785,0.14026,1.15911231,0.2873,21.9213867
173,0.41543196,0.14136,1.13969237,0.2814,22.1602325
174,0.40968169,0.13956,1.163035,0.283,22.4298096
175,0.40306992,0.1376,1.22718755,0.2959,22.7346992
176,0.401880788,0.13622,1.23604715,0.3012,23.005579
177,0.403353231,0.13636,1.26273187,0.3086,23.2658386
178,0.403128142,0.13538,1.25040186,0.3075,23.5074768
179,0.396198366,0.13344,1.19506391,0.2844,23.8039932
180,0.389847121,0.13144,1.21768891,0.292,24.133831
181,0.386402929,0.13142,1.23588858,0.3026,24.41576
182,0.383041435,0.1294,1.24604699,0.3098,24.7272263
183,0.391882016,0.13238,1.25430895,0.3017,24.9504967
184,0.385647248,0.13016,1.19113659,0.2845,25.1896706
185,0.380568433,0.12996,1.24101525,0.2944,25.489151
186,0.376547695,0.12782,1.24563353,0.2911,25.7840347
187,0.38021979,0.12952,1.23167752,0.3016,25.9636536
188,0.372196588,0.12676,1.25531669,0.3075,26.2374763
189,0.366774056,0.12454,1.23667758,0.2951,26.5753841
190,0.367655677,0.12544,1.2417086,0.2982,26.8647079
191,0.364865294,0.12594,1.22206136,0.2886,27.1509151
192,0.361947836,0.12438,1.24695965,0.2955,27.4012794
193,0.368738853,0.12558,1.26482967,0.2923,27.6141529
194,0.360325664,0.12348,1.29619195,0.3076,27.8714828
195,0.359527956,0.1233,1.27940598,0.3077,28.0994186
196,0.358674103,0.12152,1.24636532,0.2915,28.3516769
197,0.357206624,0.12452,1.1927399,0.2714,28.5986481
198,0.345325373,0.11794,1.22747262,0.2773,28.9673138
199,0.348037116,0.1195,1.27891419,0.2969,29.2435646
200,0.342353839,0.116,1.30027519,0.31,29.5111256
201,0.349284492,0.11884,1.3525485,0.3122,29.7071648
202,0.351630452,0.11962,1.30299899,0.2975,29.911869
203,0.340972072,0.1182,1.27060174,0.3011,30.2395363
204,0.33545552,0.11438,1.30941376,0.2888,30.6061363
205,0.336751456,0.11666,1.2401426,0.2828,30.9030743
206,0.332293832,0.11404,1.30248276,0.304,31.2605972
207,0.334671029,0.11638,1.32067954,0.3005,31.5068073
208,0.33604428,0.11504,1.27778801,0.2966,31.7176514
209,0.327768039,0.11298,1.37166586,0.3162,32.0168953
210,0.327943911,0.11568,1.34959388,0.2982,32.2972107
211,0.329577847,0.11384,1.32012809,0.2965,32.5188293
212,0.320675735,0.11074,1.30020493,0.2975,32.820137
213,0.3168864,0.10912,1.32851767,0.2959,33.1642494
214,0.326361456,0.1117,1.40187432,0.3197,33.3376694
215,0.319271218,0.1092,1.4097598,0.3165,33.6185112
216,0.316287577,0.10952,1.27453165,0.2837,33.9426346
217,0.312111099,0.10668,1.32734778,0.29,34.2697258
218,0.318576957,0.10946,1.31697922,0.289,34.4425354
219,0.306901156,0.10626,1.28323589,0.2829,34.7631149
220,0.31192105,0.10858,1.29784686,0.2804,35.0196075
221,0.304061141,0.1059,1.37472356,0.2989,35.3543701
222,0.302186606,0.10454,1.40697164,0.3026,35.672821
223,0.319285892,0.1094,1.34367617,0.2929,35.7564697
224,0.305425515,0.10352,1.29769624,0.2764,36.0333672
225,0.309055706,0.10718,1.40592754,0.3032,36.2297363
226,0.296286041,0.10228,1.36009202,0.3013,36.5809784
227,0.300024108,0.1036,1.38648935,0.3125,36.8911438
228,0.300746658,0.10462,1.39129932,0.3026,37.0948067
229,0.299501823,0.10376,1.36194588,0.293,37.2836723
230,0.294467517,0.10138,1.31079418,0.2789,37.60886
231,0.296166248,0.1016,1.34641946,0.3014,37.853981
232,0.291140053,0.09966,1.36656309,0.3096,38.176033
233,0.284946488,0.09834,1.3286711,0.2874,38.5450287
234,0.287791491,0.09918,1.32077152,0.291,38.8448219
235,0.285555483,0.09956,1.4208301,0.3138,39.1296196
236,0.292051686,0.10066,1.38359581,0.2931,39.3098831
237,0.282832152,0.09834,1.41831202,0.3008,39.5834694
238,0.284945894,0.09826,1.32638973,0.2871,39.8079948
239,0.281727717,0.0972,1.37764121,0.2874,40.1442375
240,0.27692017,0.09458,1.37193255,0.2902,40.4731903
241,0.279544504,0.09664,1.38209854,0.2758,40.7267227
242,0.279707512,0.09634,1.3913431,0.2911,40.92379
243,0.271937554,0.09366,1.40978163,0.2946,41.2065353
244,0.276005175,0.09516,1.44840268,0.3092,41.4840088
245,0.270523054,0.09314,1.41010237,0.2954,41.8017426
246,0.268626087,0.09266,1.39632212,0.2969,42.1216125
247,0.272611909,0.09482,1.39168722,0.2958,42.365799
248,0.269311313,0.09324,1.39120878,0.2941,42.5846863
249,0.270092322,0.09284,1.41686622,0.2987,42.9229469
250,0.270799104,0.09402,1.45252102,0.2959,43.1457672
251,0.27512381,0.09504,1.38597827,0.2871,43.2580948
252,0.267646004,0.0915,1.41660086,0.2972,43.498436
253,0.258343416,0.08828,1.360008,0.284,43.8484306
254,0.263562383,0.09126,1.4312693,0.3075,44.1767159
255,0.261317181,0.09132,1.38579094,0.2852,44.4736938
256,0.265115283,0.0927,1.47896766,0.3062,44.6496658
257,0.261207689,0.09126,1.45548597,0.3056,44.912838
258,0.259958417,0.08982,1.40672638,0.2954,45.1610336
259,0.258413585,0.09036,1.38315776,0.2939,45.4029503
260,0.259978342,0.08786,1.42785747,0.3021,45.6295929
261,0.254820252,0.08788,1.44346234,0.297,45.9157066
262,0.254678296,0.08772,1.43933759,0.2983,46.2213287
263,0.257135929,0.089,1.50629264,0.3017,46.4261856
264,0.248135673,0.08708,1.47551508,0.3042,46.7160721
265,0.25107879,0.08744,1.49551063,0.3021,46.9732246
266,0.253170734,0.088,1.49084824,0.3113,47.2259674
267,0.250663115,0.08774,1.44729262,0.2943,47.4968452
268,0.247921923,0.08586,1.49856937,0.3023,47.7731628
269,0.246236614,0.08692,1.47162316,0.2955,48.0639763
270,0.241179933,0.08414,1.4513749,0.2879,48.4066772
271,0.243321366,0.0841,1.44555814,0.2997,48.6762085
272,0.248278565,0.0872,1.44510771,0.2906,48.8322868
273,0.246326818,0.08586,1.49281318,0.3071,49.0712128
274,0.239189579,0.08536,1.50751062,0.2999,49.3820877
275,0.24352405,0.08574,1.43652323,0.2898,49.6610641
276,0.243518897,0.08492,1.54510271,0.3184,49.890564
277,0.242246132,0.0837,1.45418659,0.2891,50.040493
278,0.24025714,0.08478,1.46151268,0.2855,50.2376251
279,0.235839022,0.08224,1.46334916,0.3054,50.4837418
280,0.238216232,0.08244,1.47545622,0.2963,50.7709503
281,0.232399949,0.0812,1.44436603,0.2877,51.1514969
282,0.230875557,0.08098,1.44594689,0.2931,51.482399
283,0.232463008,0.07928,1.46656735,0.2898,51.729496
284,0.231916757,0.08078,1.48647136,0.2894,52.0257874
285,0.233279667,0.08078,1.4828404,0.2897,52.2133827
286,0.233380558,0.08242,1.48279046,0.2909,52.4559746
287,0.232874558,0.08104,1.47345056,0.2898,52.6745224
288,0.229255984,0.08038,1.4783838,0.2915,52.9465828
289,0.22441431,0.07838,1.56296501,0.3083,53.2806015
290,0.229672371,0.0805,1.53137808,0.2993,53.544342
291,0.230099275,0.07996,1.50228824,0.3016,53.7873154
292,0.219488785,0.07694,1.52860262,0.3013,54.1179123
293,0.232617628,0.0799,1.47053069,0.2896,54.1789207
294,0.225971533,0.07816,1.56392313,0.3067,54.3900986
295,0.222575565,0.07758,1.49441717,0.2871,54.6952934
296,0.224695633,0.08012,1.43505085,0.2835,54.8867188
297,0.220852566,0.0771,1.44653392,0.2896,55.1825409
298,0.215946525,0.07474,1.55462277,0.3003,55.5082626
299,0.222331058,0.07706,1.51547248,0.298,55.6668892
300,0.222014767,0.07782,1.50292807,0.2978,55.8911819
301,0.217532616,0.07518,1.51797218,0.2991,56.1807861
302,0.216993046,0.07618,1.60811525,0.3131,56.4500313
303,0.217477264,0.07664,1.49166083,0.2855,56.7219086
304,0.21764806,0.07738,1.47539793,0.2845,56.9743652
305,0.221444521,0.07846,1.47035768,0.2932,57.1528015
306,0.212882307,0.0744,1.46923121,0.2836,57.4651413
307,0.216842131,0.0752,1.61260005,0.3199,57.6141891
308,0.218115512,0.07534,1.53712354,0.3007,57.7793045
309,0.215645978,0.07556,1.50904668,0.2955,57.891243
310,0.207880008,0.0726,1.51169592,0.2912,58.2370872
311,0.217129207,0.07454,1.52982712,0.2969,58.3285408
312,0.212543896,0.07306,1.52217099,0.296,58.5750809
313,0.208554265,0.07272,1.51534676,0.2934,58.9116249
314,0.208773547,0.07214,1.53492179,0.294,59.1804314
315,0.209029883,0.07344,1.53766215,0.2915,59.4011574
316,0.217602785,0.07528,1.51944399,0.2906,59.4465561
317,0.205018801,0.0718,1.54167143,0.2902,59.7765808
318,0.208611339,0.0721,1.52689966,0.2766,59.9684601
319,0.206866561,0.07376,1.53488923,0.2896,60.2413521
320,0.205624601,0.07176,1.58767992,0.2972,60.466713
321,0.205259702,0.07204,1.50857145,0.3013,60.7314606
322,0.204228551,0.07104,1.51002851,0.3008,60.9919815
323,0.200547238,0.0703,1.57650239,0.2983,61.2936478
324,0.201425811,0.07024,1.5415372,0.2944,61.5492516
325,0.197192268,0.06868,1.56474238,0.2972,61.9347839
326,0.194874904,0.06924,1.60906343,0.3073,62.3307648
327,0.201632987,0.07042,1.55402962,0.2911,62.5606308
328,0.204351419,0.0714,1.584245,0.2971,62.759079
329,0.202035037,0.0711,1.54061583,0.2962,62.9221764
330,0.201896931,0.06992,1.56805298,0.2933,63.1260338
331,0.200557233,0.06852,1.53670014,0.288,63.3416443
332,0.198929514,0.07,1.61872044,0.3117,63.5331116
333,0.199198719,0.0701,1.65713279,0.3127,63.7764053
334,0.197384673,0.06926,1.61168232,0.3156,63.968708
335,0.19316804,0.0685,1.54022,0.2942,64.2888947
336,0.196137712,0.06756,1.59624199,0.3079,64.5143509
337,0.193188411,0.06686,1.54624379,0.2971,64.8018646
338,0.190437937,0.06568,1.56237088,0.2898,65.1413651
339,0.188414543,0.06564,1.60222472,0.2971,65.3886032
340,0.193990257,0.06776,1.63373414,0.302,65.5851288
341,0.190299154,0.0661,1.60292775,0.2982,65.8335114
342,0.194169741,0.06822,1.54764928,0.2918,65.9899139
343,0.189553056,0.06558,1.61005655,0.3073,66.2067871
344,0.189118832,0.06612,1.6093316,0.2957,66.5521774
345,0.18944879,0.06752,1.61648519,0.311,66.811882
346,0.189004222,0.06666,1.59623338,0.2949,67.0472641
347,0.18745897,0.06512,1.71053623,0.3156,67.2841034
348,0.188845095,0.06602,1.56988902,0.2902,67.4440002
349,0.182992471,0.06304,1.63660889,0.2902,67.8426285
350,0.191117454,0.06648,1.59631008,0.2947,67.9935074
351,0.181638742,0.06214,1.59579648,0.2947,68.303009
352,0.192850606,0.0678,1.56843993,0.2791,68.3813858
353,0.183339765,0.06384,1.629353,0.2845,68.6509399
354,0.185987756,0.06476,1.64091711,0.2949,68.8182373
355,0.188943187,0.06528,1.61011126,0.2932,68.9770508
356,0.188797548,0.06598,1.59095451,0.2877,69.0681458
357,0.183740934,0.06442,1.65444757,0.3085,69.2879028
358,0.180143536,0.06394,1.6296519,0.2976,69.692688
359,0.175611659,0.06056,1.60146836,0.3004,70.0336456
360,0.176389849,0.06202,1.55883912,0.2946,70.3900757
361,0.180721227,0.06364,1.58253334,0.2975,70.6467056
362,0.180954711,0.06368,1.58392887,0.2825,70.9208145
363,0.183985989,0.06362,1.58553402,0.2973,71.0601807
364,0.177890391,0.0621,1.60496404,0.295,71.3328705
365,0.17294933,0.06096,1.60483831,0.2918,71.7031174
366,0.179806994,0.06228,1.62653853,0.2858,71.8741302
367,0.180554677,0.06304,1.64930047,0.3008,72.0377045
368,0.182125088,0.06502,1.66347717,0.3069,72.1525879
369,0.179360133,0.06266,1.60680586,0.2913,72.3418579
370,0.180707044,0.06198,1.5630629,0.2818,72.4504547
371,0.174610587,0.06062,1.66488096,0.3042,72.7380829
372,0.172253697,0.06014,1.60617262,0.2814,73.0990677
373,0.171322612,0.06082,1.61468134,0.2904,73.4719391
374,0.173704702,0.06232,1.69478207,0.3089,73.7245789
375,0.175194229,0.0596,1.60484794,0.2979,73.9811707
376,0.168086556,0.05902,1.64363334,0.2835,74.3193054
377,0.172114039,0.06056,1.66687526,0.3036,74.5542908
378,0.170677984,0.05908,1.66023845,0.2926,74.8635559
379,0.17105707,0.06102,1.64634082,0.2993,75.1383286
380,0.169901323,0.05924,1.6607915,0.3099,75.3592377
381,0.167605278,0.05806,1.58697475,0.2849,75.6313248
382,0.175566328,0.06118,1.70100587,0.3084,75.7069855
383,0.167375282,0.05806,1.695344,0.3029,75.981926
384,0.173523817,0.06032,1.64115262,0.2981,76.1096573
385,0.169593806,0.05942,1.63142624,0.2903,76.3949127
386,0.167835069,0.058,1.68374996,0.2944,76.6137772
387,0.17085447,0.06034,1.62389062,0.2927,76.746666
388,0.164981228,0.0572,1.69850419,0.3008,76.9437866
389,0.168822707,0.05946,1.67367394,0.2957,77.1433868
390,0.164392573,0.0575,1.70753437,0.3011,77.3930435
391,0.164645068,0.05882,1.70980577,0.3001,77.6494675
392,0.167406693,0.05958,1.64213618,0.2832,77.8703537
393,0.162335009,0.0585,1.656286,0.2919,78.2573624
394,0.164084134,0.05758,1.6501433,0.2835,78.499054
395,0.167626958,0.0594,1.6156454,0.287,78.6737671
396,0.168598662,0.05838,1.70227331,0.306,78.7854309
397,0.159447865,0.05488,1.65463394,0.2953,79.0344467
398,0.164941208,0.05824,1.69739287,0.2987,79.2444916
399,0.169004489,0.05796,1.7124093,0.3019,79.2701645
400,0.15680443,0.05542,1.6627557,0.2986,79.650177
401,0.163897862,0.05748,1.70664791,0.3048,79.8685913
402,0.160695231,0.05552,1.67597949,0.3038,80.152298
403,0.155414223,0.0539,1.67722842,0.294,80.570961
404,0.159725933,0.05648,1.63728943,0.2874,80.894165
405,0.162116351,0.05658,1.68417836,0.2866,81.1064758
406,0.153934747,0.05308,1.74046416,0.3064,81.4523315
407,0.163616631,0.05568,1.6513391,0.2935,81.5422592
408,0.155210259,0.05448,1.66672962,0.2928,81.9215698
409,0.160989244,0.05564,1.70011752,0.3007,82.068924
410,0.155140018,0.05434,1.67764935,0.2988,82.403717
411,0.161372135,0.05632,1.69344407,0.2957,82.5299377
412,0.154304826,0.0553,1.63320379,0.2859,82.8640213
413,0.157468579,0.05522,1.6434039,0.2914,83.1220551
414,0.158617626,0.05474,1.66917152,0.2875,83.3655396
415,0.153576795,0.05356,1.658959,0.2818,83.5518951
416,0.156640823,0.05366,1.65445381,0.2875,83.7161713
417,0.156122692,0.05392,1.67174641,0.2885,83.8401947
418,0.154795846,0.05354,1.69028402,0.3009,84.1073761
419,0.152451881,0.05274,1.75257463,0.3015,84.3839645
420,0.151079625,0.0529,1.64206089,0.2825,84.6329117
421,0.153187542,0.05206,1.67951622,0.2974,84.8623505
422,0.149406489,0.05266,1.70148662,0.2999,85.2147369
423,0.153196629,0.0529,1.73918657,0.3017,85.4427719
424,0.156096825,0.0538,1.68621944,0.3006,85.60215
425,0.151688174,0.05212,1.70308279,0.2921,85.8240433
426,0.152195159,0.05282,1.68844815,0.2954,86.0665131
427,0.152267664,0.05382,1.67835183,0.2915,86.2341919
428,0.157519772,0.05524,1.67078408,0.2834,86.3143463
429,0.1532548,0.05414,1.69089252,0.2965,86.5334015
430,0.150611179,0.05204,1.70316194,0.2992,86.7701569
431,0.154804853,0.05406,1.71191669,0.2952,86.8164673
432,0.148814199,0.05152,1.71317776,0.2956,87.055809
433,0.146564387,0.05082,1.66038317,0.2899,87.3833313
434,0.152000381,0.05244,1.74190325,0.3045,87.5391998
435,0.149655859,0.053,1.65936242,0.289,87.7078171
436,0.147120828,0.05248,1.71301905,0.3013,87.9572144
437,0.156108599,0.0555,1.71456778,0.3013,87.9972839
438,0.149276723,0.05294,1.73626924,0.3038,88.2331848
439,0.148095369,0.05182,1.6688372,0.2841,88.4286957
440,0.14470611,0.0505,1.75505461,0.309,88.6531982
441,0.144168855,0.05038,1.67861678,0.2819,88.9369354
442,0.15013361,0.05188,1.75114145,0.2988,89.030632
443,0.142167455,0.05032,1.72833105,0.2889,89.4158325
444,0.143259783,0.05008,1.71180672,0.2853,89.7112961
445,0.144269939,0.05022,1.65742361,0.2854,89.9527359
446,0.1470763,0.05154,1.72948804,0.3038,90.1641998
447,0.149295423,0.05162,1.6680825,0.288,90.3452606
448,0.146866005,0.05148,1.77813791,0.3089,90.5356979
449,0.147344648,0.05164,1.69754686,0.2841,90.6867828
450,0.145324899,0.0499,1.75296258,0.2963,90.9071045
451,0.140169197,0.04894,1.76723182,0.298,91.2624741
452,0.141438042,0.04934,1.74535003,0.3043,91.5335007
453,0.144289773,0.05078,1.69823773,0.2905,91.743782
454,0.139627244,0.04822,1.6597601,0.287,92.0249634
455,0.144423628,0.0507,1.77693289,0.2953,92.2228012
456,0.143154978,0.05034,1.71464714,0.3,92.3551331
457,0.138100053,0.04866,1.73606035,0.2942,92.5997086
458,0.137907837,0.04822,1.76667862,0.2927,93.0385284
459,0.140834872,0.04978,1.79586789,0.3087,93.3136673
460,0.140677841,0.04884,1.75867875,0.299,93.4238434
461,0.147033791,0.05172,1.72787187,0.2895,93.3775635
462,0.140483188,0.04786,1.71497718,0.291,93.5727768
463,0.140505218,0.04862,1.77596909,0.2943,93.7508087
464,0.139715599,0.04968,1.70115834,0.2872,94.043335
465,0.135794423,0.04722,1.77561778,0.296,94.3802948
466,0.139721871,0.04992,1.79119978,0.3077,94.6002045
467,0.135904649,0.04786,1.76263466,0.2966,94.9485168
468,0.141429881,0.04974,1.69672731,0.2885,95.0935669
