Epoch,Train Loss,Train Error,Test Loss,Test Error,Path Norm,Exact Path Norm
47,1.15588667,0.31642,0.732571089,0.2112,17.1652851,191.523053
48,1.15265471,0.31514,0.759093404,0.2184,17.4912243,239.174296
49,1.14677365,0.31258,0.73850637,0.2072,17.9959755,284.999034
50,1.13819204,0.31048,0.717819447,0.2004,18.3356018,266.539074
51,1.13404215,0.3086,0.721849371,0.2012,18.6090736,321.307391
52,1.13051732,0.30892,0.715198183,0.1984,18.9603043,278.851694
53,1.12381886,0.3072,0.719884432,0.2014,19.3283119,246.264597
54,1.11618171,0.30458,0.756800741,0.2084,19.9273777,239.343179
55,1.11794909,0.30626,0.727191586,0.203,20.2693882,325.811582
56,1.10895876,0.3026,0.726330069,0.2101,20.7667694,188.503696
57,1.10207602,0.30292,0.721432869,0.2004,21.0053234,329.177617
58,1.09849985,0.30092,0.728110769,0.2091,21.518158,310.923122
59,1.09301317,0.29768,0.741328807,0.209,22.0749264,293.512383
60,1.09232487,0.29912,0.730761471,0.201,22.6257973,253.319934
61,1.08341723,0.2952,0.756792287,0.2056,23.299984,375.172912
62,1.07784474,0.29668,0.719134419,0.1994,23.6234303,303.981869
63,1.07290152,0.2953,0.73839935,0.2101,24.3652935,321.039624
64,1.07039923,0.2937,0.749047126,0.2096,24.7334175,346.061788
65,1.0656948,0.29356,0.726432071,0.2047,25.5524139,378.960855
66,1.06366787,0.29408,0.725579879,0.2036,26.0818157,325.238938
67,1.0535795,0.29096,0.741078002,0.2079,26.872467,308.613242
68,1.04973896,0.28818,0.768056641,0.2135,27.8706207,394.977842
69,1.0470108,0.28826,0.718812838,0.2006,28.2304192,322.7401
70,1.04088925,0.28662,0.746101352,0.2067,29.1202049,315.207366
71,1.03627036,0.28402,0.768849593,0.2146,30.1429443,344.81877
72,1.03333021,0.28546,0.741723641,0.2108,30.1182976,359.09895
73,1.02755639,0.28508,0.711907689,0.2071,30.5311928,337.46685
74,1.02729891,0.28406,0.734946711,0.2064,31.6821003,436.888457
75,1.01980773,0.28362,0.73602846,0.2054,32.1050301,383.395156
76,1.01275708,0.28182,0.765175432,0.2165,33.8826981,404.251815
77,1.00925276,0.28046,0.749639757,0.2123,34.3834229,511.636812
78,1.00355327,0.27792,0.762460545,0.2124,35.4716415,382.086089
79,1.00359558,0.27932,0.76935263,0.2106,36.0906143,448.173863
80,0.999381286,0.27854,0.731941051,0.203,37.3118744,451.459891
81,0.990180225,0.27512,0.748601075,0.2087,38.712532,409.336561
82,0.987361699,0.27704,0.74091177,0.2067,39.5359802,413.237821
83,0.978614552,0.2737,0.755717062,0.2112,40.8079834,430.799311
84,0.979119396,0.27492,0.726348876,0.2042,41.8165627,395.318914
85,0.977337713,0.27302,0.72004671,0.202,42.9598427,463.9848
86,0.967603422,0.272,0.75062287,0.2097,44.4337807,440.487288
87,0.96544008,0.27236,0.75278536,0.2105,46.2211952,460.068148
88,0.9599921,0.27086,0.765085926,0.2143,46.4187546,481.53659
89,0.952969589,0.26766,0.754858983,0.2088,48.574173,399.824963
90,0.951711477,0.26902,0.769091107,0.2166,49.7209625,496.808456
91,0.94603214,0.27002,0.783067427,0.224,51.4324722,383.245403
92,0.941436318,0.2672,0.728779746,0.2111,53.1051636,458.262081
93,0.938547085,0.26628,0.750229079,0.2146,54.5415726,543.979793
94,0.932356755,0.265,0.768953336,0.214,55.3188095,496.636138
95,0.930315004,0.26464,0.753458879,0.2157,57.5211334,417.023643
96,0.923580094,0.26232,0.793044402,0.218,58.296669,510.484887
97,0.921213511,0.26408,0.784378864,0.2219,60.3982849,506.12731
98,0.916794943,0.26188,0.770383556,0.2215,61.8721504,452.895859
99,0.912700906,0.26226,0.768200735,0.2217,64.7108994,531.817488
100,0.908511419,0.2613,0.823899593,0.2313,66.7230988,494.202824
101,0.906634076,0.2609,0.761015106,0.2236,67.326889,564.163109
102,0.902571905,0.26144,0.78196798,0.2199,68.6474762,446.377607
103,0.89570248,0.2595,0.760847097,0.2191,71.294548,621.233638
104,0.891365017,0.25712,0.793876627,0.2304,73.0282364,610.37297
105,0.890838166,0.25826,0.796415802,0.2263,74.0174408,649.069298
106,0.883026187,0.25666,0.790713795,0.2257,76.1638641,607.134453
107,0.878184119,0.25294,0.820634106,0.2328,78.4790039,658.049958
108,0.877076589,0.2567,0.76087362,0.2183,80.6591034,597.824621
109,0.872459191,0.25492,0.799726896,0.2258,84.1970367,571.071609
110,0.865139906,0.25148,0.809685391,0.2288,85.7742157,630.757009
111,0.862017277,0.25176,0.821390527,0.2309,87.4967346,744.383868
112,0.860132287,0.25304,0.831030372,0.2395,91.8742371,607.535797
113,0.85394377,0.25034,0.776693054,0.2227,94.0673447,696.675775
114,0.852306884,0.24876,0.827422416,0.2377,95.5977707,611.194326
115,0.845354161,0.24772,0.79860166,0.2266,98.8121338,556.508848
116,0.847287531,0.2496,0.791621211,0.2272,100.552521,709.907434
117,0.840030024,0.24894,0.842129989,0.2415,102.485168,638.551128
118,0.839372508,0.2488,0.82731445,0.2353,105.667152,650.892388
119,0.83036504,0.24646,0.858884804,0.2422,108.221275,658.777419
120,0.826667563,0.24424,0.823319306,0.2339,111.197685,673.042201
121,0.819401682,0.24214,0.840303381,0.2377,116.249229,678.881302
122,0.819765157,0.24312,0.816549267,0.2334,116.551804,708.222529
123,0.816178719,0.2428,0.806711674,0.2316,121.866142,682.619435
124,0.814523405,0.24192,0.840876749,0.2393,124.669495,788.498901
125,0.807990493,0.24066,0.822715771,0.2353,127.330215,753.159927
126,0.807063974,0.24026,0.823320521,0.2371,130.170334,687.521418
127,0.804337745,0.24064,0.861420974,0.2456,131.859299,704.792367
128,0.803103096,0.24184,0.897646703,0.2552,138.183075,706.9103
129,0.797113463,0.2391,0.82654193,0.2389,140.155121,745.114975
130,0.792486592,0.2374,0.892354583,0.2569,145.580505,730.819815
131,0.785309106,0.23632,0.846199519,0.247,149.685089,748.526669
132,0.784781784,0.2361,0.840828758,0.2393,153.976288,690.135266
133,0.776602328,0.23546,0.844724368,0.2413,154.960922,722.714442
134,0.777525437,0.23576,0.911322445,0.2573,157.133987,784.401465
135,0.774588186,0.2351,0.887254586,0.2578,162.534317,652.473726
136,0.770817381,0.23382,0.843878031,0.2427,168.696854,767.205418
137,0.759225646,0.23022,0.853172309,0.2459,173.263794,824.663485
138,0.767012976,0.2333,0.882615619,0.2507,175.83139,741.566056
139,0.749870025,0.22808,0.899916462,0.2558,182.593948,598.44956
140,0.751886801,0.22998,0.913543092,0.259,185.401367,888.96927
141,0.752175855,0.22904,0.853613026,0.2413,189.408691,861.230009
142,0.755329082,0.23196,0.874669138,0.2522,191.022003,952.971188
143,0.741941014,0.22788,0.905859908,0.2625,196.524734,817.618662
144,0.739635944,0.22704,0.88761809,0.2543,202.24321,805.298424
145,0.734712133,0.22528,0.915143049,0.2597,209.888077,763.798677
146,0.737853766,0.22628,0.872959875,0.2518,211.41478,839.405089
147,0.736494999,0.2259,0.901750536,0.2556,215.661957,790.647011
148,0.722787972,0.22154,0.896501837,0.2561,222.998199,787.847299
149,0.72805353,0.22584,0.9182006,0.2628,226.971893,827.325082
150,0.724654273,0.22264,0.894959819,0.2461,230.603851,968.453658
151,0.720621631,0.22228,0.918732142,0.2652,239.876251,984.726295
152,0.710893664,0.22044,0.942706754,0.2665,245.018539,984.53129
153,0.714020517,0.22298,0.945590977,0.2657,246.821381,1035.81205
154,0.705301293,0.21764,0.978211027,0.2756,256.02655,894.18563
155,0.700333026,0.2177,0.920291569,0.2538,262.450226,982.605746
156,0.707707313,0.2202,0.929110933,0.27,269.081879,987.698467
157,0.697916757,0.21786,0.944044258,0.2678,273.700928,972.213976
158,0.693173577,0.21642,0.926299702,0.2665,279.825867,1102.87098
159,0.697109055,0.21752,0.973070851,0.2737,284.907349,979.673698
160,0.689960855,0.21522,0.917450154,0.2581,293.029724,814.302483
161,0.684169784,0.21352,0.907550845,0.2575,299.560516,990.972525
162,0.678203586,0.2133,0.970556584,0.2796,309.785889,911.50391
163,0.688037788,0.21556,0.953095954,0.2693,310.784607,1014.03826
164,0.673050223,0.21234,0.929010981,0.2636,319.129364,993.270571
165,0.674160883,0.21148,0.956543541,0.2699,327.205627,958.602702
166,0.673135214,0.21338,0.957077541,0.2652,334.083984,1113.65642
167,0.663573584,0.20922,0.961291015,0.2684,340.650879,1040.39016
168,0.665302822,0.20986,0.995816004,0.283,349.1026,1104.47367
169,0.660243159,0.20848,0.955612863,0.262,354.296661,965.347206
170,0.660299036,0.20924,0.955334207,0.2726,361.180634,968.305456
171,0.657432985,0.2079,0.972742121,0.2733,369.086914,1050.99714
172,0.648237455,0.20508,0.985932537,0.2754,379.186554,1020.0606
173,0.650269547,0.20534,0.969238153,0.2735,388.557617,1143.12847
174,0.650721967,0.20532,0.960404724,0.2673,395.277588,1211.66118
175,0.643438072,0.20432,1.01961156,0.2912,401.011475,1030.39706
176,0.646929769,0.20296,0.969614116,0.2721,404.848022,1162.61273
177,0.639641144,0.20214,1.00043627,0.2834,412.960968,1235.85099
178,0.636159764,0.2032,0.949534764,0.2645,423.02301,1109.48644
179,0.632641714,0.20182,0.974018518,0.2758,437.652802,1032.5896
180,0.630632609,0.2008,0.992405677,0.2757,445.273346,1070.08912
181,0.631111907,0.20098,0.981224505,0.2693,454.178345,1041.41734
182,0.625438513,0.19954,1.03104801,0.2896,462.453369,1146.62375
183,0.618268977,0.1975,1.02154244,0.2877,482.922638,1077.20428
184,0.618284147,0.1962,1.01403992,0.2762,483.453827,1043.92897
185,0.619787222,0.19606,1.00454174,0.2774,491.299988,1109.21104
186,0.613084949,0.1963,1.02979436,0.2873,503.649292,1001.57085
187,0.612981697,0.19738,0.971056494,0.2677,502.317169,1049.5996
188,0.609120203,0.1975,1.00989396,0.2732,517.908325,1124.91777
189,0.605082514,0.19396,0.993579548,0.2827,530.021362,1027.90867
190,0.607251397,0.1956,1.00748764,0.2771,539.645874,1219.73507
191,0.599724682,0.19174,1.00636303,0.2774,557.218262,1150.76248
192,0.599577123,0.19126,1.02298,0.2855,561.526367,1238.01629
193,0.592844974,0.19274,1.05894688,0.2863,573.128174,1195.60427
194,0.590705795,0.18952,1.04262909,0.2802,582.532227,1345.08189
195,0.590335318,0.19172,1.06315161,0.2842,595.512512,1218.94535
196,0.586800224,0.1911,1.03691697,0.2827,602.796875,1065.40335
197,0.587913334,0.18982,1.0362433,0.2784,616.174561,1202.00232
198,0.578761873,0.18778,1.06719893,0.2898,631.141418,1289.23417
199,0.586534575,0.18946,1.05479877,0.2858,632.870117,1165.28126
200,0.580482138,0.18914,1.01243132,0.2721,648.516418,1059.80885
201,0.574901983,0.1855,1.03932035,0.2778,669.341797,1118.71604
202,0.578683788,0.18732,1.02915057,0.2794,686.514221,1187.18768
203,0.572078952,0.18524,1.00843355,0.2735,688.006348,1296.95099
204,0.574377613,0.18696,1.00809948,0.2753,695.257202,1478.73502
205,0.564833286,0.1842,1.05586251,0.2818,717.682739,1154.6978
206,0.568125296,0.184,1.05045787,0.2847,715.609253,1397.43904
207,0.564180129,0.18424,1.06808874,0.2841,732.436279,1412.51489
208,0.560987895,0.18158,1.06870319,0.2905,744.150513,1315.73489
209,0.556711245,0.18266,1.0725701,0.2867,768.026978,1231.72635
210,0.556678223,0.18064,1.0656006,0.2816,782.225708,1296.47073
211,0.554739942,0.18202,1.057928,0.2873,789.677795,1208.49953
212,0.552580578,0.18088,1.08551926,0.2934,802.331177,1274.61561
213,0.544599877,0.17944,1.14839036,0.3016,826.895386,1567.637
214,0.547831067,0.17894,1.10451894,0.3,828.835815,1490.48963
215,0.545570779,0.17856,1.08391531,0.2919,851.869812,1504.57566
216,0.552231862,0.18182,1.08669038,0.295,863.20166,1298.67961
217,0.547301201,0.17874,1.12612893,0.31,876.095459,1290.80308
218,0.541820595,0.17852,1.08009,0.2887,884.841431,1452.56848
219,0.541223997,0.17838,1.08968608,0.291,899.513916,1647.34967
220,0.536883062,0.1781,1.11024632,0.2958,925.830933,1265.58851
221,0.533510898,0.17414,1.07230951,0.2863,949.450928,1192.90184
222,0.530388458,0.17412,1.11354609,0.3007,954.925659,1520.28337
223,0.533552197,0.1749,1.1035955,0.2878,972.133179,1402.30074
224,0.526456631,0.17294,1.09786776,0.2905,990.883667,1593.61464
225,0.524996264,0.1736,1.12337486,0.3015,1009.49152,1301.35409
226,0.527373521,0.17324,1.09870857,0.2851,1027.54834,1355.23311
227,0.522095041,0.17224,1.12165199,0.2912,1028.69775,1370.75957
228,0.521829118,0.1734,1.13918862,0.3027,1045.9093,1597.88912
229,0.513865532,0.16878,1.11425997,0.3031,1062.94446,1295.90786
230,0.516309664,0.17144,1.10980345,0.2947,1103.24023,1410.29923
231,0.514291463,0.17092,1.10126667,0.2978,1119.7677,1378.89137
232,0.501095386,0.16618,1.06635426,0.2803,1135.64233,1554.16319
233,0.501455018,0.16674,1.12144621,0.3035,1154.24927,1570.23312
234,0.507140695,0.16786,1.09774874,0.2898,1169.3374,1658.59249
235,0.511335008,0.16932,1.09490284,0.293,1181.69177,1490.29204
236,0.508530325,0.1679,1.13414021,0.2993,1198.47754,1567.2757
237,0.497669988,0.16514,1.11002939,0.2907,1233.09546,1608.784
238,0.499270178,0.1665,1.13230134,0.2966,1253.01453,1444.60638
239,0.494730757,0.16504,1.18398454,0.3005,1267.1333,1502.13316
240,0.500493863,0.16678,1.13088144,0.2999,1288.82104,1431.91474
241,0.497174875,0.16602,1.12154667,0.2927,1313.51294,1562.82574
242,0.492582707,0.16484,1.17072356,0.3063,1332.10913,1512.89544
243,0.495162446,0.1662,1.1650171,0.3006,1343.21594,1552.13599
244,0.494189348,0.16384,1.15186867,0.2998,1362.70654,1688.49523
245,0.489485137,0.16378,1.17949398,0.304,1377.63672,1367.12793
246,0.486937342,0.16406,1.1665968,0.308,1393.73999,1659.05826
247,0.489940962,0.16314,1.16097815,0.3034,1419.22778,1784.13932
248,0.48551958,0.16316,1.17079757,0.3055,1447.06799,1229.16228
249,0.482664606,0.16122,1.16851978,0.2995,1455.16333,1470.63167
250,0.485707987,0.16206,1.15128787,0.2894,1479.95435,1539.6807
251,0.473528529,0.15776,1.12994961,0.2878,1505.18262,1744.92021
252,0.475690111,0.1595,1.16285412,0.2955,1556.53955,1633.20834
253,0.476341877,0.15978,1.15171453,0.3,1552.63501,1569.6094
254,0.470764767,0.15784,1.11360137,0.2817,1593.77783,1667.07427
255,0.474905208,0.15912,1.15291641,0.2977,1625.16162,1571.37437
256,0.473866993,0.1585,1.19313415,0.3042,1644.55261,1850.3674
257,0.471974053,0.15946,1.16322953,0.3031,1659.23096,1761.58562
258,0.468010799,0.15656,1.15501047,0.2926,1676.69775,1577.36333
259,0.46739544,0.1569,1.19468371,0.3022,1736.73682,1757.44997
260,0.468379308,0.15734,1.2318127,0.3027,1721.90076,1638.75635
261,0.465074089,0.15656,1.15270173,0.2928,1741.04395,1590.65796
262,0.45903607,0.15516,1.16481544,0.2941,1788.98096,1742.42673
263,0.463814443,0.15656,1.20357315,0.3144,1794.12537,1752.89115
264,0.454406883,0.15202,1.20789879,0.309,1829.22266,1758.84206
265,0.455431894,0.1532,1.20129861,0.3005,1838.74744,1649.53062
266,0.458543058,0.15268,1.19455205,0.3056,1855.57849,1666.26508
267,0.45637908,0.1556,1.15743803,0.2916,1889.16431,1874.45384
268,0.451158478,0.15184,1.21189492,0.3117,1895.41406,1540.34891
269,0.442993224,0.15018,1.20526378,0.3022,1944.73401,1666.32922
270,0.455581241,0.15456,1.22157103,0.3057,1979.90662,1801.22352
271,0.452699552,0.1527,1.19107669,0.3039,1992.39905,1635.05809
272,0.445620963,0.15214,1.18901454,0.3063,2057.50391,1792.14409
273,0.444726012,0.1512,1.20171655,0.3094,2067.7832,1866.41029
274,0.448210155,0.15218,1.22067468,0.3055,2128.10132,1711.02562
275,0.438125319,0.1487,1.18417978,0.3007,2118.99268,1903.68659
276,0.442656765,0.1504,1.21026435,0.3058,2159.02637,1821.8351
277,0.444660135,0.14884,1.27039412,0.3139,2168.43726,1738.15246
278,0.440156568,0.14902,1.18325766,0.3031,2212.48853,1666.2894
279,0.44152191,0.14922,1.2235163,0.3001,2264.82104,1794.45512
280,0.430656124,0.1455,1.18656881,0.2995,2252.83496,1742.03159
281,0.432042852,0.14814,1.18972675,0.2891,2288.48926,1806.88449
282,0.436511845,0.14858,1.23707349,0.3013,2360.82959,1659.1229
283,0.43098281,0.14658,1.22088327,0.299,2366.55078,1683.26676
284,0.424587113,0.1449,1.20100035,0.2988,2402.40869,1721.10271
285,0.433065509,0.14684,1.24918544,0.3068,2423.6001,1876.97365
286,0.430110553,0.1452,1.25986471,0.3173,2477.28101,1720.02309
287,0.428183171,0.1445,1.21681723,0.3009,2496.21167,1737.93851
288,0.422871135,0.14272,1.21880545,0.3009,2513.6189,1955.96372
289,0.426870137,0.14588,1.25692793,0.3072,2563.39697,1721.15405
290,0.421160698,0.14386,1.25376505,0.3129,2599.95386,1929.44312
291,0.419813969,0.14224,1.24116086,0.3076,2618.5542,1604.88926
292,0.422056998,0.14388,1.19724599,0.287,2692.63696,1796.93079
293,0.41946249,0.14318,1.22058964,0.2973,2689.59888,1940.12343
294,0.407535945,0.14008,1.28442124,0.3097,2739.01172,1981.48686
295,0.415797168,0.14242,1.21161285,0.2947,2749.8501,1814.52256
296,0.411575766,0.14126,1.22269212,0.2895,2819.31445,2057.49412
297,0.418981314,0.1406,1.2882209,0.3182,2862.42139,1921.90374
298,0.411297626,0.14158,1.27601052,0.3189,2891.65479,2039.67279
299,0.415809502,0.14316,1.25712148,0.3105,2911.37305,1713.23819
300,0.409241981,0.13976,1.25667283,0.305,2917.46118,1855.25223
301,0.409659059,0.13922,1.22491158,0.2962,3005.99341,2134.06397
302,0.405710508,0.13964,1.22316045,0.2929,3039.69336,1954.6841
303,0.406249337,0.13862,1.24574507,0.3016,3134.53613,2044.90476
304,0.408499836,0.13862,1.24711522,0.3066,3111.06494,1924.66799
305,0.404772106,0.13808,1.23239871,0.294,3126.64331,2035.17497
306,0.400614387,0.13754,1.30714726,0.3013,3257.6582,1929.45141
307,0.404258127,0.1376,1.25651773,0.3062,3265.03857,2183.88392
308,0.401718687,0.1362,1.2543072,0.3019,3282.29565,2134.78917
309,0.395649245,0.1339,1.2545537,0.3007,3357.75977,1972.81817
310,0.404093739,0.13778,1.27035581,0.3075,3360.9541,1680.61315
311,0.405285317,0.13788,1.30115408,0.3126,3432.52588,2050.84383
312,0.401226479,0.13656,1.27171204,0.3031,3454.43774,2072.17478
313,0.387687677,0.13278,1.27648715,0.3017,3545.92676,1850.241
314,0.389922288,0.13406,1.21650702,0.287,3546.65674,1921.76899
315,0.389076515,0.13432,1.29083043,0.3087,3631.81299,2038.50528
316,0.394863565,0.13442,1.27330233,0.3022,3592.19775,1761.11103
317,0.389711027,0.13294,1.28578348,0.3119,3681.81812,2139.8897
318,0.388252867,0.13148,1.29257143,0.3043,3696.57446,2121.35705
319,0.389262235,0.13546,1.24717805,0.2955,3727.10815,2106.34806
320,0.389211835,0.13358,1.28296403,0.3096,3787.01294,2129.76394
321,0.386972382,0.1334,1.29376627,0.3108,3875.60132,2108.02122
322,0.386167301,0.13288,1.30143269,0.3057,3874.24072,2209.67278
323,0.382944645,0.13212,1.2772549,0.3143,3981.23975,2139.58598
324,0.387736382,0.13256,1.30005589,0.3083,3964.51538,2123.59205
325,0.384043866,0.13214,1.27281976,0.2957,4031.8645,2330.23925
326,0.38370162,0.13162,1.33115849,0.3156,4105.51172,1989.51261
327,0.377923895,0.12836,1.28936054,0.3066,4127.54932,2125.6988
328,0.386790083,0.13282,1.34702784,0.3212,4095.2627,2044.3762
329,0.383891039,0.13118,1.30254527,0.3063,4130.66699,2070.4377
330,0.377874904,0.1297,1.30678007,0.3032,4261.55127,2211.63386
331,0.374196977,0.12826,1.27925908,0.2951,4340.11914,2363.00627
332,0.371050788,0.12806,1.27914813,0.2994,4453.40137,2108.90057
333,0.377731209,0.12936,1.28645957,0.2983,4467.04199,1988.81254
334,0.373578179,0.12766,1.28005272,0.2945,4447.63867,1999.65467
335,0.373519192,0.12776,1.29238324,0.2989,4526.08203,2238.64286
336,0.375573799,0.12802,1.32921399,0.3116,4546.46875,2287.07762
337,0.369977523,0.12676,1.28469096,0.305,4648.36035,2099.53181
338,0.364355823,0.12656,1.31435832,0.3095,4704.12842,2424.49951
339,0.359434998,0.12376,1.2917725,0.2999,4817.98145,1993.46685
340,0.375587777,0.12912,1.28627056,0.2971,4841.65723,2273.89028
341,0.36624447,0.1276,1.27945052,0.2983,4866.82666,2490.16181
342,0.362884822,0.12488,1.3193285,0.3098,4861.104,2089.21464
343,0.36208585,0.12458,1.32526871,0.3034,4959.50684,2395.62046
344,0.366347012,0.12648,1.26097709,0.2842,5032.73633,2455.12765
345,0.362192036,0.12636,1.29734949,0.3006,5109.05469,2295.20341
346,0.365075688,0.12674,1.35342373,0.3056,5114.93945,2217.65188
347,0.362403453,0.12548,1.34905715,0.3093,5245.89014,2165.73203
348,0.367166068,0.1273,1.35503373,0.3117,5300.80566,2227.79876
349,0.369133052,0.12824,1.35590248,0.3168,5255.18359,2290.73425
350,0.359961829,0.12484,1.30376995,0.2968,5297.56934,2534.50231
351,0.357405205,0.12182,1.34247271,0.3089,5428.47021,2347.34264
352,0.346770386,0.12058,1.36236066,0.3195,5487.38672,2190.8449
353,0.361382666,0.12462,1.32198751,0.3019,5570.55713,2206.36374
354,0.360052906,0.12508,1.32581147,0.3077,5690.20605,2372.78536
355,0.349458853,0.11942,1.33277256,0.3014,5690.83105,2397.03067
356,0.349762432,0.12096,1.34541976,0.3055,5738.49365,2163.51376
357,0.352174507,0.12162,1.35726938,0.3134,5893.83691,2227.39621
358,0.358661878,0.12272,1.31615845,0.2968,5850.07666,2473.09614
359,0.348889584,0.11958,1.35306547,0.3107,5986.92773,2329.13723
360,0.346543905,0.12064,1.34038088,0.3006,6138.58887,2299.64698
361,0.348140788,0.12034,1.3397109,0.2996,6085.09814,2242.8707
362,0.349273491,0.12058,1.3417012,0.3,6235.00098,2592.92509
363,0.346005389,0.11896,1.28632305,0.2855,6203.21289,2266.74756
364,0.346351443,0.11848,1.33467264,0.3044,6372.8667,2109.08066
365,0.348299069,0.11972,1.34664159,0.3023,6351.51074,2261.6705
366,0.342655308,0.11934,1.39474189,0.3178,6448.91211,2258.55734
367,0.343545169,0.11782,1.34428024,0.3057,6590.31494,2531.85463
368,0.340357265,0.1177,1.30126563,0.3004,6653.73486,2245.1791
369,0.33973062,0.11756,1.35864665,0.3069,6663.84521,2335.1644
370,0.34414131,0.1201,1.37875544,0.3107,6893.88184,2081.63418
371,0.344754467,0.11892,1.38284164,0.3097,6815.91504,2477.60579
372,0.337620001,0.11666,1.40342978,0.3306,6997.52197,2739.72899
373,0.341323899,0.11778,1.31328417,0.3006,6938.30664,2394.8241
374,0.341062951,0.11822,1.34396007,0.31,6968.33398,2374.75353
375,0.338607092,0.11714,1.36222732,0.306,7148.29492,2544.43542
376,0.335828193,0.11472,1.38763248,0.3068,7192.76172,2573.15039
377,0.331088821,0.11468,1.34144273,0.3029,7347.04297,2526.92656
378,0.336938504,0.11762,1.38936704,0.3097,7341.76416,2481.52984
379,0.333576408,0.11584,1.35026202,0.3016,7585.16895,2339.10469
380,0.336586728,0.11582,1.39634178,0.3086,7499.58496,2365.59778
381,0.330753818,0.11516,1.38174579,0.3099,7683.84277,2739.63958
382,0.331684498,0.11448,1.34949031,0.2979,7681.62793,2500.01802
383,0.329026336,0.11376,1.36512207,0.3035,7727.74561,2433.22487
384,0.327448252,0.11342,1.37629617,0.2999,7882.16309,2460.28656
385,0.338007536,0.1168,1.44209848,0.3206,7887.13574,2423.9231
386,0.32803051,0.11298,1.31327645,0.2902,8005.8042,2633.98472
387,0.335558282,0.11602,1.36571842,0.3028,8117.00879,2462.72935
388,0.330977656,0.1153,1.37474453,0.3106,8092.37549,2396.192
389,0.326181975,0.1136,1.35884147,0.3003,8177.58057,2660.07194
390,0.323343752,0.1114,1.38749449,0.3089,8332.70117,2452.13539
391,0.323675813,0.11302,1.34676227,0.291,8502.20703,2465.6432
392,0.32157898,0.11214,1.39505901,0.3105,8528.89453,2488.53435
393,0.327994787,0.11448,1.37274434,0.3065,8670.84277,2382.77222
394,0.322506318,0.11182,1.40526293,0.3172,8694.77539,2386.66691
395,0.318013274,0.11032,1.35765147,0.2996,8785.67383,2930.14359
